State/Province,Proponent,VCS Project Status,Estimated Annual Emission Reductions,VCS Project Type,VCS Methodology,VCS Project Validator,Project Registration Date,Crediting Period Term,links,filename_raw,filename,updated_date,file_size,id
"Central, Rift Valley and Eastern Provinces",Clean Air Action Corporation,Verification approval requested,233275,Agriculture Forestry and Other Land Use,AR-AMS0001,Aster Global Environmental Solutions Inc.,01/10/2012,"1st, 01/01/2004 - 31/12/2033",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=8337&IDKEY=aiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfd11496723,TIST KE VCS-006b ESI Validation Representation 120927.pdf,899_tist_ke_vcs-006b_esi_validation_representation_120927.pdf,28/09/2012,0,899
"Central, Rift Valley and Eastern Provinces",Clean Air Action Corporation,Verification approval requested,233275,Agriculture Forestry and Other Land Use,AR-AMS0001,Aster Global Environmental Solutions Inc.,01/10/2012,"1st, 01/01/2004 - 31/12/2033",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=55054&IDKEY=u097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87875919466,VCS_Kenya006_validation representation_20210826.pdf,899_vcs_kenya006_validation_representation_20210826.pdf,26/08/2021,0,899
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=13440&IDKEY=w8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0d18533760,PROJ_DESC_902_16AUG2013.pdf,902_proj_desc_902_16aug2013.pdf,11/03/2014,0,902
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=13430&IDKEY=vq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh418519970,PP_REG_REP_902_30SEP2012.pdf,902_pp_reg_rep_902_30sep2012.pdf,11/03/2014,0,902
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=34755&IDKEY=ciofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3q47927145,120930_PPRR_Kariba.pdf,902_120930_pprr_kariba.pdf,11/06/2014,0,902
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=13438&IDKEY=u097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87j18531002,VALID_REP_902_19AUG2013.pdf,902_valid_rep_902_19aug2013.pdf,11/03/2014,0,902
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=34752&IDKEY=kq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh347923008,070.01_Kariba_REDD+_Project_Validation_Report_Final_29_Sept2012.pdf,902_070.01_kariba_redd+_project_validation_report_final_29_sept2012.pdf,11/06/2014,1396955,902
"Matabeleland North, Midlands, Mashonaland West, and Mashonaland Central",Carbon Green Investments (Guernsey),On Hold - see notification letter,6550464,Agriculture Forestry and Other Land Use,VM0009,Aster Global Environmental Solutions Inc.,04/06/2020,"1st, 01/07/2011 - 30/06/2041",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=13439&IDKEY=L0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9018532381,VALID_STA_902_19AUG2013.pdf,902_valid_sta_902_19aug2013.pdf,11/03/2014,0,902
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15389&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk21221431,PROJ_DESC_903_07SEP2011.pdf,903_proj_desc_903_07sep2011.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15390&IDKEY=klksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098j21222810,PROJ_DESC_903_24JUL2012.pdf,903_proj_desc_903_24jul2012.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68581&IDKEY=nlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098f94573199,PROJ_DESC_VCS_0903_17MAY2022.pdf,903_proj_desc_vcs_0903_17may2022.pdf,21/06/2022,890385,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15394&IDKEY=u8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0f21228326,PP_REG_REP_903_09AUG2012.pdf,903_pp_reg_rep_903_09aug2012.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=58691&IDKEY=k097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87f80934889,VCS-Registration-Representation-Single- Representor-v4  903.pdf,903_vcs-registration-representation-single-_representor-v4__903.pdf,11/12/2021,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15391&IDKEY=3097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87021224189,VALID_REP_903_08_SEP_2011.pdf,903_valid_rep_903_08_sep_2011.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15392&IDKEY=k0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9f21225568,VALID_REP_903_24JUL2012.pdf,903_valid_rep_903_24jul2012.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=68582&IDKEY=d097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87d94574578,VAL_REP_VCS_0903_17MAY2022.pdf,903_val_rep_vcs_0903_17may2022.pdf,21/06/2022,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=15393&IDKEY=Dq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhm21226947,VALID_STA_903_24JUL2012.pdf,903_valid_sta_903_24jul2012.pdf,11/12/2014,0,903
Hebei,"Hebei Construction Investment New Energy Co., Ltd.",Registered,335460,Energy industries (renewable/non-renewable sources),ACM0002,,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 25/05/2010 - 24/05/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=58694&IDKEY=f8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0u80939026,VCS-Validation-Representation-v4.1.pdf,903_vcs-validation-representation-v4.1.pdf,11/12/2021,0,903
Henan Province,"Beijing Pingtouge Forestry Carbon Technology Development Co.,Ltd",Registered,493806,Agriculture Forestry and Other Land Use,AR-ACM0003,China Quality Certification Center (CQC),27/05/2020,"1st, 20/10/2014 - 19/10/2074",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=41136&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdff56726544,PROJ_DESC_PL1930_06JUN2019.pdf,1930_proj_desc_pl1930_06jun2019.pdf,24/12/2019,880738,1930
"Uttar Pradesh, Telangana, Andhra Pradesh, Gujarat",Azure Power India Pvt ltd,Registered,684229,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",26/11/2019,"1st, 19/09/2017 - 18/09/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28770&IDKEY=0iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3239673830,PD MR V02 17092019.pdf,1931_pd_mr_v02_17092019.pdf,11/10/2019,6724990,1931
"Uttar Pradesh, Telangana, Andhra Pradesh, Gujarat",Azure Power India Pvt ltd,Registered,684229,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",26/11/2019,"1st, 19/09/2017 - 18/09/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28773&IDKEY=akjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909939677967,Registeration Deed.pdf,1931_registeration_deed.pdf,11/10/2019,0,1931
"Uttar Pradesh, Telangana, Andhra Pradesh, Gujarat",Azure Power India Pvt ltd,Registered,684229,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",26/11/2019,"1st, 19/09/2017 - 18/09/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28767&IDKEY=j0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9839669693,FVR-ValVer_Azure Power.pdf,1931_fvr-valver_azure_power.pdf,11/10/2019,0,1931
"Uttar Pradesh, Telangana, Andhra Pradesh, Gujarat",Azure Power India Pvt ltd,Registered,684229,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",26/11/2019,"1st, 19/09/2017 - 18/09/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=28764&IDKEY=0kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k39665556,"6619_VCS Validation Representation, v3.3.pdf","1931_6619_vcs_validation_representation,_v3.3.pdf",11/10/2019,0,1931
Inner Mongolia,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Registered,121295,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=2248&IDKEY=ilksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098f3099992,bayannaoer-PDD.pdf,396_bayannaoer-pdd.pdf,23/04/2010,0,396
Inner Mongolia,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Registered,121295,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=2186&IDKEY=a097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87o3014494,Registration PP bayannaoer.pdf,396_registration_pp_bayannaoer.pdf,21/04/2010,0,396
Inner Mongolia,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Registered,121295,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=2251&IDKEY=28723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0f3104129,bayannaoer Validation Report.pdf,396_bayannaoer_validation_report.pdf,23/04/2010,0,396
Inner Mongolia,"Longyuan (Bayannaoer) Wind Power Co., Ltd.",Registered,121295,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=2437&IDKEY=nlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku09823360623,VCS Validation Statement CCP.VOL0291C - AS 01.03.2010.pdf,396_vcs_validation_statement_ccp.vol0291c_-_as_01.03.2010.pdf,20/05/2010,0,396
Himachal Pradesh,Patikari Power Private Limited,Registered,58583,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",15/06/2020,"CREDITING PERIOD HAS EXPIRED, 18/01/2008 - 17/01/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46868&IDKEY=88723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0864630972,VCS-PD_UN0903_PL1934_clean.pdf,1934_vcs-pd_un0903_pl1934_clean.pdf,22/05/2020,565624,1934
Himachal Pradesh,Patikari Power Private Limited,Registered,58583,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",15/06/2020,"CREDITING PERIOD HAS EXPIRED, 18/01/2008 - 17/01/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46434&IDKEY=fq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhg64032486,VCS-Registration-Representation-Single-Representor-v4.1_Patikari.pdf,1934_vcs-registration-representation-single-representor-v4.1_patikari.pdf,16/04/2020,0,1934
Himachal Pradesh,Patikari Power Private Limited,Registered,58583,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",15/06/2020,"CREDITING PERIOD HAS EXPIRED, 18/01/2008 - 17/01/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46430&IDKEY=skjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909f64026970,FVR-VCS GAP Val&Ver-Patikari_TQC 4719_30.03.2020.pdf,1934_fvr-vcs_gap_val&ver-patikari_tqc_4719_30.03.2020.pdf,16/04/2020,0,1934
Himachal Pradesh,Patikari Power Private Limited,Registered,58583,Energy industries (renewable/non-renewable sources),ACM0002,"LGAI Technological Center, S.A. (Applus+)",15/06/2020,"CREDITING PERIOD HAS EXPIRED, 18/01/2008 - 17/01/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46871&IDKEY=f98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dk64635109,VCS-Validation-Representation-v4.1.pdf,1934_vcs-validation-representation-v4.1.pdf,22/05/2020,0,1934
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=8484&IDKEY=l98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dm11699436,01_Theni_II_PD.pdf,911_01_theni_ii_pd.pdf,05/11/2012,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=76636&IDKEY=8lksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098105681044,Theni-II joint PD MR version 3.0 - Clean.pdf,911_theni-ii_joint_pd_mr_version_3.0_-_clean.pdf,20/10/2022,733279,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=8492&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfu11710468,09_Theni_II_Registration_Representation.pdf,911_09_theni_ii_registration_representation.pdf,05/11/2012,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=61592&IDKEY=iiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk84935368,VCS-Registration-Representation.pdf,911_vcs-registration-representation.pdf,16/02/2022,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=8485&IDKEY=jkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909f11700815,02_Theni_II_Validation_Report.pdf,911_02_theni_ii_validation_report.pdf,05/11/2012,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=76638&IDKEY=l0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9e105683802,BELL_VCS_VER_RCP_2321_ID911_VCR (RCP+VER) - Clean.pdf,911_bell_vcs_ver_rcp_2321_id911_vcr_(rcp+ver)_-_clean.pdf,20/10/2022,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=8486&IDKEY=klksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098q11702194,03_Theni_II_Validation_Representation.pdf,911_03_theni_ii_validation_representation.pdf,05/11/2012,0,911
Tamil Nadu,Apraava Wind Energy (Theni - Project II) Private Limited,Verification approval requested,108219,Energy industries (renewable/non-renewable sources),ACM0002,URS Verification Private Limited,04/06/2020,"CREDITING PERIOD HAS EXPIRED, 25/06/2010 - 24/06/2020",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=61593&IDKEY=3iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq384936747,VCS-Validation-Representation-v4.1.pdf,911_vcs-validation-representation-v4.1.pdf,16/02/2022,0,911
Zhejiang Province,"Zhejiang Southeast Electric Power Co., Ltd.",Registered,937067,Energy industries (renewable/non-renewable sources),AM0029,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"2nd, 09/01/2017 - 08/01/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=19933&IDKEY=k903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdf827487607,PROJ_DESC_400_03MAR2008 (1).pdf,400_proj_desc_400_03mar2008_(1).pdf,11/11/2016,699710,400
Zhejiang Province,"Zhejiang Southeast Electric Power Co., Ltd.",Registered,937067,Energy industries (renewable/non-renewable sources),AM0029,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"2nd, 09/01/2017 - 08/01/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=19937&IDKEY=9097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87227493123,PP_REG_REP_400_24NOV2009.pdf,400_pp_reg_rep_400_24nov2009.pdf,11/11/2016,0,400
Zhejiang Province,"Zhejiang Southeast Electric Power Co., Ltd.",Registered,937067,Energy industries (renewable/non-renewable sources),AM0029,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"2nd, 09/01/2017 - 08/01/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=19934&IDKEY=898klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dj27488986,VALID_REP_400_06FEB2007.pdf,400_valid_rep_400_06feb2007.pdf,11/11/2016,0,400
Zhejiang Province,"Zhejiang Southeast Electric Power Co., Ltd.",Registered,937067,Energy industries (renewable/non-renewable sources),AM0029,Det Norske Veritas Climate Change Services AS (DNV),06/04/2020,"2nd, 09/01/2017 - 08/01/2027",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=19935&IDKEY=fkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909j27490365,VALID_STA_400_19DEC2008.pdf,400_valid_sta_400_19dec2008.pdf,11/11/2016,0,400
Jammu & Kashmir,NHPC Ltd,Verification approval requested,1048427,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 25/09/2013 - 24/09/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18130&IDKEY=fiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf25001270,VCS PD_URI-II (1)-1Final_25.01.2016.pdf,1424_vcs_pd_uri-ii_(1)-1final_25.01.2016.pdf,25/01/2016,1016466,1424
Jammu & Kashmir,NHPC Ltd,Verification approval requested,1048427,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 25/09/2013 - 24/09/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18127&IDKEY=7097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87r24997133,Registration_Rep URI II_25.01.2016.pdf,1424_registration_rep_uri_ii_25.01.2016.pdf,25/01/2016,0,1424
Jammu & Kashmir,NHPC Ltd,Verification approval requested,1048427,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 25/09/2013 - 24/09/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18129&IDKEY=qq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhf24999891,VALIDATION REPORT_25.01.2016.pdf,1424_validation_report_25.01.2016.pdf,25/01/2016,0,1424
Jammu & Kashmir,NHPC Ltd,Verification approval requested,1048427,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 25/09/2013 - 24/09/2023",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17167&IDKEY=r8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0s23673293,"VCS Validation Representation Deed, v3.2_0.pdf","1424_vcs_validation_representation_deed,_v3.2_0.pdf",31/08/2015,0,1424
Himachal Pradesh,NHPC Ltd,Verification approval requested,708572,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 24/03/2014 - 23/03/2024",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18120&IDKEY=k8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0o24987480,VCS PD_Parbati-III_Final_07122015.pdf,1425_vcs_pd_parbati-iii_final_07122015.pdf,25/01/2016,1135542,1425
Himachal Pradesh,NHPC Ltd,Verification approval requested,708572,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 24/03/2014 - 23/03/2024",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18117&IDKEY=nlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098224983343,REG_REP_1425_22Dec2015.pdf,1425_reg_rep_1425_22dec2015.pdf,25/01/2016,0,1425
Himachal Pradesh,NHPC Ltd,Verification approval requested,708572,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 24/03/2014 - 23/03/2024",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18119&IDKEY=u0e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9J24986101,VCS Validation Report_Parbati_III- 20151107.pdf,1425_vcs_validation_report_parbati_iii-_20151107.pdf,25/01/2016,0,1425
Himachal Pradesh,NHPC Ltd,Verification approval requested,708572,Energy industries (renewable/non-renewable sources),ACM0002,Earthood Services Private Limited,17/03/2016,"CREDITING PERIOD HAS EXPIRED, 24/03/2014 - 23/03/2024",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17157&IDKEY=Dq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhm23659503,"VCS Validation Representation Deed, v3.2_0.pdf","1425_vcs_validation_representation_deed,_v3.2_0.pdf",31/08/2015,0,1425
"Saraburi, Lampang,  Nakon Si Thammarat","SCG Cement Co., Ltd.",Registered,107356,Manufacturing industries,ACM0003,KBS Certification Services Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/04/2006 - 31/03/2016",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=3788&IDKEY=9lksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098i5223652,PROJ_DESC_403_24SEP2009.pdf,403_proj_desc_403_24sep2009.pdf,10/02/2011,0,403
