prompt,true_answer,model_answer,bleu,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,rougeLSum_precision,rougeLSum_recall,rougeLSum_f1
"Question: What stadium did Super Bowl 50 take place in?

Context: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.","[""Levi""s Stadium""]","Super Bowl 50 took place at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",0.0,0.15789473684210525,1.0,0.2727272727272727,0.1111111111111111,1.0,0.19999999999999998,0.15789473684210525,1.0,0.2727272727272727,0.15789473684210525,1.0,0.2727272727272727
"Question: What year was Super Bowl 50?

Context: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.","[""2015"", ""2016""]","Super Bowl 50 was played on February 7, 2016.",0.0,0.1111111111111111,0.5,0.1818181818181818,0.0,0.0,0.0,0.1111111111111111,0.5,0.1818181818181818,0.1111111111111111,0.5,0.1818181818181818
"Question: What team was the AFC champion?

Context: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.","[""Denver Broncos""]",The AFC champion for Super Bowl 50 was the Denver Broncos.,0.12309149097933275,0.18181818181818182,1.0,0.3076923076923077,0.1,1.0,0.18181818181818182,0.18181818181818182,1.0,0.3076923076923077,0.18181818181818182,1.0,0.3076923076923077
"Question: Who won Super Bowl 50?

Context: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.","[""Denver Broncos""]",The Denver Broncos won Super Bowl 50 by defeating the Carolina Panthers with a final score of 24-10.,0.06900655593423542,0.10526315789473684,1.0,0.1904761904761905,0.05555555555555555,1.0,0.10526315789473684,0.10526315789473684,1.0,0.1904761904761905,0.10526315789473684,1.0,0.1904761904761905
"Question: Super Bowl 50 determined the NFL champion for what season?

Context: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.","[""2015"", ""the 2015 season""]",Super Bowl 50 determined the NFL champion for the 2015 season.,0.21320071635561041,0.2727272727272727,0.75,0.39999999999999997,0.2,0.6666666666666666,0.30769230769230765,0.2727272727272727,0.75,0.39999999999999997,0.2727272727272727,0.75,0.39999999999999997
"Question: What year was the Carolina Panthers franchise founded?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""1995""]",The Carolina Panthers franchise was founded in 1995.,0.0,0.125,1.0,0.2222222222222222,0.0,0.0,0.0,0.125,1.0,0.2222222222222222,0.125,1.0,0.2222222222222222
"Question: How many teams have been in the Super Bowl eight times?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""four""]","According to the given context, the New England Patriots, Dallas Cowboys, and Pittsburgh Steelers are the three teams that have made eight appearances in the Super Bowl.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Question: What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""151""]",The Carolina Panthers had a win/loss ratio of 15-1 during their regular season in 2015.,0.0,0.11764705882352941,1.0,0.21052631578947367,0.0625,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367,0.11764705882352941,1.0,0.21052631578947367
"Question: What were the win/loss game stats for the Denver Bronco's regular season in 2015?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""124""]",The Denver Broncos had a regular season record of 12 wins and 4 losses in the 2015 NFL season.,0.0,0.10526315789473684,1.0,0.1904761904761905,0.0,0.0,0.0,0.10526315789473684,1.0,0.1904761904761905,0.10526315789473684,1.0,0.1904761904761905
"Question: How many teams have played in the Super Bowl eight times?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""4"", ""four""]","Based on the information provided, the New England Patriots, Dallas Cowboys, and Pittsburgh Steelers are the three teams that have played in the Super Bowl eight times.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Question: Who was the Most Valuable Player for the 2015 NFL season?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""Cam Newton""]","The Most Valuable Player for the 2015 NFL season was Cam Newton, quarterback for the Carolina Panthers.",0.07647191129018724,0.11764705882352941,1.0,0.21052631578947367,0.0625,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367,0.11764705882352941,1.0,0.21052631578947367
"Question: Who was the 2015 NFL MVP?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""Cam Newton""]","The 2015 NFL MVP was Cam Newton, the quarterback for the Carolina Panthers.",0.09759000729485329,0.15384615384615385,1.0,0.2666666666666667,0.08333333333333333,1.0,0.15384615384615385,0.15384615384615385,1.0,0.2666666666666667,0.15384615384615385,1.0,0.2666666666666667
"Question: Who did the Panthers beat to become the NFC champs?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""Arizona Cardinals"", ""the Arizona Cardinals""]",The Carolina Panthers defeated the Arizona Cardinals in the NFC Championship Game to become the NFC champions.,0.140028008402801,0.17647058823529413,0.6,0.2727272727272727,0.125,0.5,0.2,0.17647058823529413,0.6,0.2727272727272727,0.17647058823529413,0.6,0.2727272727272727
"Question: What year did the Carolina Panthers form?

Context: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.","[""1995."", ""1995""]",The Carolina Panthers were formed in 1995.,0.14717951377637847,0.14285714285714285,0.5,0.22222222222222224,0.0,0.0,0.0,0.14285714285714285,0.5,0.22222222222222224,0.14285714285714285,0.5,0.22222222222222224
"Question: Who was the Super Bowl 50 MVP?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""Von Miller"", ""Miller""]","The Super Bowl 50 MVP was Von Miller, a linebacker for the Denver Broncos. He had an impressive performance with five solo tackles, 2Â½ sacks, and two forced fumbles.",0.05170876899950193,0.06896551724137931,0.6666666666666666,0.125,0.03571428571428571,0.5,0.06666666666666667,0.06896551724137931,0.6666666666666666,0.125,0.06896551724137931,0.6666666666666666,0.125
"Question: Who was limited by Denver's defense?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""Newton was limited by Denver""s defense"", ""Newton""]","Cam Newton, the quarterback for the Carolina Panthers, was limited by Denver's defense in Super Bowl 50.",0.17770466332772766,0.3888888888888889,0.875,0.5384615384615385,0.29411764705882354,0.7142857142857143,0.4166666666666667,0.3888888888888889,0.875,0.5384615384615385,0.3888888888888889,0.875,0.5384615384615385
"Question: Who won the Super Bowl MVP?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""Von Miller"", ""The Broncos"", ""Miller""]","Von Miller, a linebacker for the Denver Broncos, was named the Super Bowl MVP for Super Bowl 50.",0.10910894511799621,0.2222222222222222,0.8,0.3478260869565218,0.058823529411764705,0.25,0.09523809523809523,0.2222222222222222,0.8,0.3478260869565218,0.2222222222222222,0.8,0.3478260869565218
"Question: How many fumbles did Von Miller force?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""two""]","According to the context you provided, Von Miller forced two fumbles in Super Bowl 50.",0.0,0.06666666666666667,1.0,0.125,0.0,0.0,0.0,0.06666666666666667,1.0,0.125,0.06666666666666667,1.0,0.125
"Question: What was the number of solo tackles that Von Miller had in Super Bowl 50?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""5"", ""five""]",Von Miller had five solo tackles in Super Bowl 50.,0.0,0.1,0.5,0.16666666666666669,0.0,0.0,0.0,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669
"Question: How many times was Cam Newton sacked in Super Bowl 50?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""seven""]",Cam Newton was sacked a total of 7 times in Super Bowl 50.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Question: How many times did the Denver defense force Newton into turnovers?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""three""]",The Denver defense forced Newton into three turnovers in Super Bowl 50.,0.0,0.08333333333333333,1.0,0.15384615384615385,0.0,0.0,0.0,0.08333333333333333,1.0,0.15384615384615385,0.08333333333333333,1.0,0.15384615384615385
"Question: Who was the Most Valuable Player of Super Bowl 50?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""Von Miller""]","The Most Valuable Player (MVP) of Super Bowl 50 was Von Miller, a linebacker for the Denver Broncos. He had an exceptional performance, recording five solo tackles, 2Â½ sacks, and two forced fumbles.",0.0349215147884789,0.06060606060606061,1.0,0.1142857142857143,0.03125,1.0,0.06060606060606061,0.06060606060606061,1.0,0.1142857142857143,0.06060606060606061,1.0,0.1142857142857143
"Question: How many times did the Broncos cause turnovers in the game?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""three""]",The Broncos caused three turnovers in the game.,0.0,0.125,1.0,0.2222222222222222,0.0,0.0,0.0,0.125,1.0,0.2222222222222222,0.125,1.0,0.2222222222222222
"Question: What Denver player caused two fumbles for the Panthers?

Context: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.","[""Von Miller""]",The Denver player who caused two fumbles for the Panthers in Super Bowl 50 was Von Miller.,0.08084520834544433,0.11764705882352941,1.0,0.21052631578947367,0.0625,1.0,0.11764705882352941,0.11764705882352941,1.0,0.21052631578947367,0.11764705882352941,1.0,0.21052631578947367
"Question: Which group headlined the Super Bowl 50 halftime show?

Context: CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers BeyoncÃ© and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever.","[""Coldplay""]",The group that headlined the Super Bowl 50 halftime show was Coldplay. They were joined by special guest performers BeyoncÃ© and Bruno Mars.,0.0,0.043478260869565216,1.0,0.08333333333333333,0.0,0.0,0.0,0.043478260869565216,1.0,0.08333333333333333,0.043478260869565216,1.0,0.08333333333333333
