prompt,true_answer,model_answer,bleu,rouge1_precision,rouge1_recall,rouge1_f1,rouge2_precision,rouge2_recall,rouge2_f1,rougeL_precision,rougeL_recall,rougeL_f1,rougeLSum_precision,rougeLSum_recall,rougeLSum_f1
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What stadium did Super Bowl 50 take place in?\n\nContext: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi\'s Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.'}]","[""Levi""s Stadium""]","[""Levi""s Stadium""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What year was Super Bowl 50?\n\nContext: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi\'s Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.'}]","[""2015"",""2016""]","[""2015""]",0.4493289641172217,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What team was the AFC champion?\n\nContext: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi\'s Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.'}]","[""Denver Broncos""]","[""Denver Broncos""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: Who won Super Bowl 50?\n\nContext: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi\'s Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.'}]","[""Denver Broncos""]","[""Denver Broncos""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: Super Bowl 50 determined the NFL champion for what season?\n\nContext: Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24â10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi\'s Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50.'}]","[""the 2015 season"",""2015""]","[""2015""]",0.301194211912202,1.0,0.25,0.4,0.0,0.0,0.0,1.0,0.25,0.4,1.0,0.25,0.4
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What year was the Carolina Panthers franchise founded?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""1995""]","[""1995""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: How many teams have been in the Super Bowl eight times?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""four""]","[""four""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What was the win/loss ratio in 2015 for the Carolina Panthers during their regular season?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""15\u20131""]","[""15â1""]",0.4239476213483084,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: What were the win/loss game stats for the Denver Bronco's regular season in 2015?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.""}]","[""12\u20134""]","[""12â4""]",0.4239476213483084,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: How many teams have played in the Super Bowl eight times?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""four"",""4""]","[""four""]",0.4493289641172217,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: Who was the Most Valuable Player for the 2015 NFL season?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""Cam Newton""]","[""Cam Newton""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: Who was the 2015 NFL MVP?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""Cam Newton""]","[""Cam Newton""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: Who did the Panthers beat to become the NFC champs?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""Arizona Cardinals"",""the Arizona Cardinals""]","[""Arizona Cardinals""]",0.36787944117144233,1.0,0.4,0.5714285714285715,1.0,0.25,0.4,1.0,0.4,0.5714285714285715,1.0,0.4,0.5714285714285715
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': 'Question: What year did the Carolina Panthers form?\n\nContext: The Panthers finished the regular season with a 15â1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49â15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regular season with a 12â4 record, and denied the New England Patriots a chance to defend their title from Super Bowl XLIX by defeating them 20â18 in the AFC Championship Game. They joined the Patriots, Dallas Cowboys, and Pittsburgh Steelers as one of four teams that have made eight appearances in the Super Bowl.'}]","[""1995."",""1995""]","[""1995""]",0.36787944117144233,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: Who was the Super Bowl 50 MVP?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""Miller"",""Von Miller""]","[""Von Miller""]",0.513417119032592,1.0,0.6666666666666666,0.8,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0.6666666666666666,0.8
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: Who was limited by Denver's defense?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""Newton was limited by Denver""s defense"",""Newton""]","[""Newton""]",0.11080315836233387,1.0,0.125,0.2222222222222222,0.0,0.0,0.0,1.0,0.125,0.2222222222222222,1.0,0.125,0.2222222222222222
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: Who won the Super Bowl MVP?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""Miller"",""The Broncos"",""Von Miller""]","[""Von Miller""]",0.22313016014842982,1.0,0.4,0.5714285714285715,1.0,0.25,0.4,1.0,0.4,0.5714285714285715,1.0,0.4,0.5714285714285715
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: How many fumbles did Von Miller force?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""two""]","[""two""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: What was the number of solo tackles that Von Miller had in Super Bowl 50?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""5"",""five""]","[""five""]",0.4493289641172217,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.5,0.6666666666666666
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: How many times was Cam Newton sacked in Super Bowl 50?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""seven""]","[""seven""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: How many times did the Denver defense force Newton into turnovers?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""three""]","[""three""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: Who was the Most Valuable Player of Super Bowl 50?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""Von Miller""]","[""Von Miller""]",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"[{'role': 'system', 'content': 'You are tasked with extracting relevant information from the provided context to answer the following question. If no relevant information is found, do not return anything.'}, {'role': 'user', 'content': ""Question: How many times did the Broncos cause turnovers in the game?\n\nContext: The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2Â½ sacks, and two forced fumbles.""}]","[""three""]","[""three""]",1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
