step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
635,1.00E-05,1,,
636,0,1,,
637,0.02526,1,,
638,0,1,,
639,1.31892,0.88889,,
640,0,1,,
641,0,1,,
642,2.14322,0.85714,,
643,3.16954,0.90909,,
644,0,1,,
645,0,1,,
646,0.00038,1,,
647,1.60874,0.83333,,
648,0.00018,1,,
649,0,1,,
650,0,1,,
651,0,1,,
652,1.00E-05,1,,
653,0.00194,1,,
654,1.00E-05,1,,
655,1.65312,0.83333,,
656,0.34322,0.875,,
657,0,1,,
658,0,1,,
659,1.00E-05,1,,
660,0,1,,
661,2.74996,0.85714,,
662,0,1,,
663,2.75778,0.875,,
664,0.15556,0.85714,,
665,0,1,,
666,0.43951,0.88889,,
667,0.18534,0.85714,,
668,0.60227,0.9,,
669,2.64897,0.875,,
670,0,1,,
671,0,1,,
672,0,1,,
673,1.92468,0.8125,,
674,0.12336,1,,
675,0,1,,
676,1.5425,0.88889,,
677,1.27681,0.85714,,
678,0.92012,0.85714,,
679,2.33499,0.85714,,
680,0.39677,0.875,,
681,0.00013,1,,
682,0.00015,1,,
683,1.32019,0.8,,
684,0,1,,
685,0.06507,1,,
686,0,1,,
687,0,1,,
688,0,1,,
689,0,1,,
690,0,1,,
691,1.00E-05,1,,
692,4.00E-05,1,,
693,0,1,,
694,0.38212,0.875,,
695,0,1,,
696,0,1,,
697,2.16311,0.8,,
698,0,1,,
699,3.1207,0.8,,
700,0.59672,0.83333,,
701,0,1,,
702,0,1,,
703,0,1,,
704,5.00E-05,1,,
705,0.08776,0.875,,
706,0.0001,1,,
707,0.03441,1,,
708,1.36629,0.83333,,
709,0,1,,
710,1.00E-05,1,,
711,1.02076,0.9,,
712,1.39452,0.83333,,
713,0,1,,
714,0,1,,
715,1.18671,0.875,,
716,7.00E-05,1,,
717,3.7163,0.83333,,
718,0,1,,
719,0,1,,
720,2.52135,0.85714,,
721,0.00171,1,,
722,0,1,,
723,0,1,,
724,0,1,,
725,0.05289,1,,
726,0,1,,
727,2.73719,0.85714,,
728,0.00204,1,,
729,0.60799,0.9375,,
730,0,1,,
731,0.00057,1,,
732,0,1,,
733,2.86893,0.83333,,
734,0.01807,1,,
735,0,1,,
736,1.43757,0.83333,,
737,0.44617,0.83333,,
738,0,1,,
739,0.23058,0.875,,
740,0,1,,
741,0,1,,
742,1.00E-05,1,,
743,0.01959,1,,
744,0,1,,
745,0,1,,
746,1.07873,0.9,,
747,0,1,,
748,0.43916,0.9,,
749,0,1,,
750,0,1,,
751,0,1,,
752,0,1,,
753,0,1,,
754,1.18543,0.875,,
755,0.00679,1,,
756,2.00E-05,1,,
757,0.00036,1,,
758,0,1,,
759,0,1,,
760,0.00013,1,,
761,0,1,,
762,0.01877,1,,
763,0,1,,
764,0,1,,
765,0.18421,0.875,,
766,0.022,1,,
767,0,1,,
768,2.2163,0.84615,,
769,0,1,,
770,0.00407,1,,
771,3.18771,0.71429,,
772,0,1,,
773,0,1,,
774,0.37765,0.90909,,
775,2.695,0.85714,,
776,0,1,,
777,4.05387,0.83333,,
778,0,1,,
779,0,1,,
780,0,1,,
781,0,1,,
782,1.95836,0.88889,,
783,0.06028,1,,
784,0.46807,0.83333,,
785,0.15838,0.875,,
786,0.05158,1,,
787,2.00E-05,1,,
788,2.57281,0.8,,
789,0.04564,1,,
790,0,1,,
791,0.50213,0.90909,,
792,1.01909,0.85714,,
793,0,1,,
794,0.04039,1,,
795,0,1,,
796,0,1,,
797,0,1,,
798,0,1,,
799,0,1,,
800,0,1,,
801,0,1,,
802,0,1,,
803,0,1,,
804,1.00E-05,1,,
805,1.47662,0.8,,
806,0,1,,
807,4.14962,0.6,,
808,0,1,,
809,1.17915,0.91667,,
810,0,1,,
811,2.436,0.875,,
812,0,1,,
813,2.00E-05,1,,
814,0,1,,
815,1.2888,0.83333,,
816,0,1,,
817,0.48869,0.85714,,
818,1.00E-05,1,,
819,0.03397,1,,
820,0,1,,
821,0.67027,0.88889,,
822,0,1,,
823,1.69698,0.83333,,
824,6.00E-05,1,,
825,0,1,,
826,0,1,,
827,2.28507,0.85714,,
828,1.41518,0.90909,,
829,0,1,,
830,0,1,,
831,4.00E-05,1,,
832,0,1,,
833,1.00E-05,1,,
834,0,1,,
835,0,1,,
836,0.67558,0.90476,,
837,1.04797,0.91304,,
838,0,1,,
839,0,1,,
840,2.00E-05,1,,
841,0.11093,0.9375,,
842,1.91304,0.85714,,
843,0.00102,1,,
844,2.66749,0.85714,,
845,0.3566,0.875,,
846,1.15448,0.85714,,
847,1.00E-05,1,,
848,0,1,,
849,1.51849,0.8,,
850,0,1,,
851,0.2106,0.83333,,
852,0,1,,
853,0,1,,
854,0.01152,1,,
855,0,1,,
856,0,1,,
857,2.43502,0.85714,,
858,0.04,1,,
859,0.04968,1,,
860,0.00083,1,,
861,0.71683,0.75,,
862,0,1,,
863,0,1,,
864,1.70472,0.83333,,
865,0,1,,
866,0.00695,1,,
867,0,1,,
868,0.86327,0.875,,
869,0,1,,
870,1.00E-05,1,,
871,0,1,,
872,0.68487,0.94444,,
873,2.09666,0.88889,,
874,1.625,0.88889,,
875,0.0335,1,,
876,2.52739,0.85714,,
877,3.68107,0.83333,,
878,0,1,,
879,0,1,,
880,2.11912,0.85714,,
881,2.36764,0.81818,,
882,0,1,,
883,0,1,,
884,0.00019,1,,
885,0,1,,
886,0.10285,0.875,,
887,0,1,,
888,0,1,,
889,0.2674,0.88889,,
890,0,1,,
891,0,1,,
892,2.60748,0.83333,,
893,0,1,,
894,0.00822,1,,
895,0.0001,1,,
896,0.78361,0.96667,,
897,0.40887,0.88889,,
898,0.00805,1,,
899,0,1,,
900,0.05747,1,,
901,0.00024,1,,
902,0.36817,0.88889,,
903,0.03965,1,,
904,0,1,,
905,0.02507,1,,
906,0,1,,
907,0,1,,
908,1.00E-05,1,,
909,0,1,,
910,0,1,,
911,1.2427,0.89474,,
912,0.04668,0.97143,,
913,0.00339,1,,
914,0.0002,1,,
915,0.8791,0.94737,,
916,0,1,,
917,0,1,,
918,0,1,,
919,0.00089,1,,
920,0,1,,
921,0,1,,
922,0,1,,
923,0,1,,
924,0,1,,
925,0,1,,
926,0.00894,1,,
927,2.03304,0.75,,
928,2.18405,0.81818,,
929,0,1,,
930,0,1,,
931,0.24578,0.83333,,
932,0,1,,
933,2.42292,0.875,,
934,2.88896,0.83333,,
935,0,1,,
936,2.41365,0.875,,
937,4.00E-05,1,,
938,0.47738,0.88889,,
939,0,1,,
940,0,1,,
941,0,1,,
942,0.96223,0.92,,
943,0,1,,
944,0,1,,
945,1.22422,0.90909,,
946,0.25636,0.9,,
947,0,1,,
948,0,1,,
949,0.07425,0.94737,,
950,0.0069,1,,
951,1.12117,0.9,,
952,3.43312,0.83333,,
953,0.51401,0.875,,
954,0,1,,
955,0,1,,
956,2.00E-05,1,,
957,0,1,,
958,0,1,,
959,0.01222,1,,
960,0.0005,1,,
961,0,1,,
962,0,1,,
963,0,1,,
964,0,1,,
965,0.00033,1,,
966,1.32294,0.88889,,
967,1.82488,0.875,,
968,1.15286,0.94118,,
969,3.9244,0.8,,
970,1.01011,0.9,,
971,0,1,,
972,0.47293,0.92857,,
973,0.00349,1,,
974,0,1,,
975,1.00E-05,1,,
976,0.30436,0.93333,,
977,0,1,,
978,0.02682,1,,
979,0,1,,
980,0,1,,
981,0.00042,1,,
982,0,1,,
983,6.77571,0.71429,,
984,1.39257,0.92308,,
985,2.03334,0.83333,,
986,0,1,,
987,0,1,,
988,0.15012,0.83333,,
989,0,1,,
990,0,1,,
991,0,1,,
992,0,1,,
993,0,1,,
994,0,1,,
995,0.10172,1,,
996,0.35531,0.85714,,
997,0,1,,
998,0,1,,
999,0.41678,0.85714,,
1000,0,1,2.92634,0.81481
1001,0,1,,
1002,0,1,,
1003,0.03011,1,,
1004,3.25979,0.875,,
1005,0,1,,
1006,0,1,,
1007,0,1,,
1008,0,1,,
1009,0,1,,
1010,0,1,,
1011,2.00E-05,1,,
1012,0,1,,
1013,0.11112,0.90909,,
1014,0,1,,
1015,0,1,,
1016,0,1,,
1017,0.06412,1,,
1018,0,1,,
1019,0,1,,
1020,0,1,,
1021,0,1,,
1022,0,1,,
1023,0,1,,
1024,0,1,,
1025,0,1,,
1026,2.97557,0.83333,,
1027,0.6303,0.83333,,
1028,0,1,,
1029,0.6144,0.92,,
1030,0.02819,1,,
1031,1.00E-05,1,,
1032,0,1,,
1033,0.00635,1,,
1034,2.42288,0.875,,
1035,0,1,,
1036,0.00366,1,,
1037,0.00048,1,,
1038,0.01162,1,,
1039,2.94303,0.83333,,
1040,0,1,,
1041,0.57764,0.875,,
1042,0,1,,
1043,0,1,,
1044,0,1,,
1045,0,1,,
1046,0,1,,
1047,0,1,,
1048,0,1,,
1049,0,1,,
1050,1.33628,0.9,,
1051,1.78495,0.83333,,
1052,0,1,,
1053,0,1,,
1054,2.00E-05,1,,
1055,4.14814,0.8,,
1056,0,1,,
1057,0.46145,0.9,,
1058,1.71102,0.88889,,
1059,0.68698,0.88889,,
1060,1.48393,0.93333,,
1061,0.00882,1,,
1062,0,1,,
1063,0,1,,
1064,0,1,,
1065,0,1,,
1066,2.27714,0.71429,,
1067,0.00012,1,,
1068,0,1,,
1069,0,1,,
1070,0,1,,
1071,0,1,,
1072,0.51534,0.94872,,
1073,1.57954,0.75,,
1074,2.00E-05,1,,
1075,0,1,,
1076,0,1,,
1077,0,1,,
1078,1.02281,0.88889,,
1079,0.00175,1,,
1080,0,1,,
1081,2.37584,0.85714,,
1082,0.65295,0.90909,,
1083,0,1,,
1084,0.76253,0.83333,,
1085,0,1,,
1086,0,1,,
1087,1.28701,0.90909,,
1088,0.0061,1,,
1089,2.56346,0.85714,,
1090,0.00017,1,,
1091,0,1,,
1092,0.00242,1,,
1093,0,1,,
1094,0,1,,
1095,0.00014,1,,
1096,0.01781,1,,
1097,0.41904,0.875,,
1098,0,1,,
1099,0.00103,1,,
1100,0,1,,
1101,0,1,,
1102,0,1,,
1103,2.74815,0.9,,
1104,1.04613,0.85714,,
1105,0.6281,0.8,,
1106,1.0794,0.9,,
1107,0.14994,0.85714,,
1108,0.00214,1,,
1109,0.07112,1,,
1110,0,1,,
1111,0,1,,
1112,0,1,,
1113,0.30376,0.83333,,
1114,0.42727,0.9,,
1115,0,1,,
1116,1.00793,0.95,,
1117,0.0027,1,,
1118,0,1,,
1119,0.00074,1,,
1120,0,1,,
1121,0,1,,
1122,0.00011,1,,
1123,0.96181,0.85714,,
1124,0.13942,0.875,,
1125,1.1967,0.875,,
1126,0,1,,
1127,1.10482,0.88889,,
1128,4.92741,0.8,,
1129,1.04989,0.9,,
1130,0,1,,
1131,0,1,,
1132,0,1,,
1133,0.33069,0.92308,,
1134,2.6765,0.75,,
1135,0,1,,
1136,0,1,,
1137,1.00E-05,1,,
1138,0,1,,
1139,0.98267,0.85714,,
1140,0,1,,
1141,1.12418,0.93333,,
1142,0.22328,0.86667,,
1143,1.01778,0.95,,
1144,0,1,,
1145,0.3775,0.83333,,
1146,0.65721,0.75,,
1147,0,1,,
1148,0,1,,
1149,0.00266,1,,
1150,0.00025,1,,
1151,0,1,,
1152,0.00632,1,,
1153,0,1,,
1154,0.0047,1,,
1155,1.28547,0.88889,,
1156,0.51635,0.85714,,
1157,0,1,,
1158,0,1,,
1159,0.02977,1,,
1160,0,1,,
1161,0,1,,
1162,0,1,,
1163,0,1,,
1164,0,1,,
1165,0,1,,
1166,0,1,,
1167,0.00452,1,,
1168,0,1,,
1169,0.2156,0.96,,
1170,3.00E-05,1,,
1171,0,1,,
1172,0,1,,
1173,1.00E-05,1,,
1174,1.55441,0.83333,,
1175,0.00031,1,,
1176,3.04476,0.7,,
1177,2.39582,0.83333,,
1178,1.00E-05,1,,
1179,0,1,,
1180,0,1,,
1181,0,1,,
1182,0,1,,
1183,0,1,,
1184,0,1,,
1185,0,1,,
1186,5.14409,0.8,,
1187,0.08563,1,,
1188,2.22788,0.875,,
1189,0.61488,0.92308,,
1190,2.8285,0.875,,
1191,0.8178,0.88235,,
1192,0,1,,
1193,2.12392,0.875,,
1194,0.32072,0.91667,,
1195,0,1,,
1196,0,1,,
1197,0.05495,1,,
1198,0,1,,
