,section_category,context,id,filename,type,value,question,value_orig
531,project_proponents,"[['', 'Organization', '', 'China Carbon Sinks Holdings Limited', None, None], [None, 'name', None, None, None, None], ['', 'Contact person', '', '', 'Ms Yang Yang', ''], ['', 'Title', '', '', 'General manager', ''], ['Address', None, None, '', 'Rooms 05-15,13A/F, South Tower, World Finance Centre, Harbour', ''], [None, None, None, None, 'City,17 Canton Road, Hong Kong.', None], ['', 'Telephone', '', '', '+86-156-8009-9993', ''], ['', 'Email', '', '', 'CCSHLyy@163.com', '']]
1.5 Project Proponent",3124,3124_project_description_3124_shiquan_listing_clean.pdf,project_proponents,"[{'organization_name': 'China Carbon Sinks Holdings Limited', 'telephone': '289839330', 'email': '289839330@QQ.com', 'state/city': 'Hong Kong', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'China Carbon Sinks Holdings Limited', 'telephone': '289839330', 'email': '289839330@QQ.com', 'state/city': 'Hong Kong', 'country': 'China'}]"
532,crediting period,"1.6 Project Crediting Period
For the current grouped project, the crediting period will be 36 years and 0 months. The period starts on
June 30th, 2013, and ends on May 31st, 2049.",1740,1740_pd_teakmexco2.pdf,crediting period,"{'crediting_period_start': '2013-06-30', 'crediting_period_end': '2049-06-29'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2013-06-30', 'crediting_period_end': '2049-06-29'}"
533,sector,"[['Sub Total', None, '28600.68', '60714.5\n0', '575.69', '68.57', '7679.42', '2720.0\n0', '100358.8\n5'], ['2', 'Private Sector', None, None, None, None, None, None, None], ['2.1', 'Companies', '906.15', '4241.38', '597.14', '2419.\n56', '4160.40', '0.00', '12324.63'], ['Total (Utilities)', None, '29506.83', '64955.8\n8', '1172.8\n3', '2488.\n13', '11839.8\n2', '2720.0\n0', '112683.4\n7'], ['% of the total\ninstalled capacity', None, '26.19', '57.64', '1.04', '2.21', '10.51', '2.41', '100']]
1.2 Central Sector 5230.00 20700.0 0.00 0.00 4329.00 2720.0 32979.00
0 0
In the absence of the project activity, an equivalent quantum of electricity would have
been generated by the fossil-fuel dominated Southern Regional Electricity Grid of
India6 generation mix. The same would in turn result in GHG emissions at the grid
end as per the carbon intensity of the above mentioned grid. This scenario has been
identified as the baseline scenario for the project activity under consideration (please
refer to section 2.4 of the VCS PD for further details).",377,377_vcs_pd_11.60_mw_bundled_wind_power_project_in_tamil_nadu.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
534,methodology,"[['Applicability conditions', 'Justifications'], ['a) The land subject to the project activity\ndoes not fall into wetland category', '(a) The lands selected under the project\nactivity are privately owned agricultural and\nfallow lands that do not come under the\ncategory of wetland. There is no wetland in\nthe project area.'], ['(b) Soil disturbance attributable to the project\nactivity does not cover more than 10% of area\nin each of the following types of land, when\nthe land is included within the project\nboundary:\n• Land containing organic soils.\n• Land which, in the baseline, is\nsubject to land-use and management\npractices and receives inputs listed in\nappendices 1 and 2 of the AR-\nACM0003 methodology.', '(b) Soil disturbance attributable to the project\nin no case covered more than 10% of the total\narea. No machinery was used for the\npreparation and plantation of trees in the\nground.']]
[['Applicability conditions', 'Compliance'], ['Combined tool to identify the baseline\nscenario and demonstrate additionality in A/R\nCDM project activities', 'The project is in compliance with applicable\nlegal and regulatory requirements.']]
3.2 Applicability of Methodology
The applicability conditions of the methodology AR-ACM0003 with the justifications are
described in the table hereunder:
The applicability conditions of the used tools are presented in the table below:
19

[['Estimation of carbon stocks and change in\ncarbon stocks of trees and shrubs in A/R CDM\nproject activities', 'This tool has no internal applicability\nconditions'], ['Estimation of carbon stocks and change in\ncarbon stocks in dead wood and litter in A/R\nCDM project activities”', 'This tool has no internal applicability\nconditions.'], ['Tool for estimation of change in soil organic\ncarbon stocks due to the implementation of\nA/R CDM project activities', 'Project lands are not wetlands or peatlands.\nProject lands are mostly degraded croplands\nthat are mainly short-term or fallow croplands\nwithout tillage and with very low inputs.'], ['Estimation of non-CO2 greenhouse gas (GHG)\nemissions resulting from burning of biomass\nattributable to an A/R CDM project activity', 'The tool will be applied for each fire incident\nthat affects an area greater than 0.5ha,\nwhere the accumulated area of fires in any\nyear is higher than ≥5% of the project area.\nNo fires have occurred in the past.'], ['Estimation of the increase in GHG emissions\nattributable to displacement of pre-project\nagricultural activities in A/R CDM project\nactivity', 'There was no increase in GHG emissions due\nto pre-project activity in the A/R CDM project\nactivity as the project lands are not wetlands\nor peatlands (see section 3.2.3).']]
Project Description: VCS Version 4.1",3588,3588_agro_forestry_punjab01_vcs_pdd.pdf,methodology,"{'project_methodologies': ['AR-ACM0003', 'ACM0003']}",What is the methodology of this project?,"{'project_methodologies': ['AR-ACM0003', 'ACM0003']}"
535,project_proponents,"[['Organization name', None, None, '', 'Oasis Science &Technology Development (Beijing) Co., Ltd', ''], ['Contact person', None, None, '', 'Yinyin Fu', ''], ['', 'Title', '', '', 'Project Manager', '']]
1.5 Project Proponent
6

[['Address', None, None, 'Room 2115, Sunflower Tower, Chaoyang District, Beijing, China', None, None], ['Telephone', None, None, '', '+86-10-64688669', ''], ['', 'Email', '', '', 'fuyy@oasispower.cn', '']]
Project Description: VCS Version 4.1",3237,3237_3237-beifuxin-vcs-project-description--listing-v1.1-clean.pdf,project_proponents,"[{'organization_name': 'Oasis Science &Technology Development( Beijing) Co., Ltd', 'state/city': 'Beijing', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Oasis Science &Technology Development( Beijing) Co., Ltd', 'state/city': 'Beijing', 'country': 'China'}]"
536,project_description,"1.9 Project Location
The proposed project activity is located at various states of India. The project activity is well
connected by road. The project site is at a latitude of 29º 13' 12 N and at a longitude of 78º 57' 0""
E.
v3.2 6

PROJECT DESCRIPTION : VCS Version 3",1309,1309_draft_vcs_pd.pdf,project_description,{'project_country': 'India'},"What is the project province, country, latitude, and longitude of this project?","{'project_country': 'India', 'project_latitude': 14.52, 'project_longitude': 75.72}"
537,methodology,"[['Applicability Conditions as per ACM 0002', 'Applicability to this Project Activity'], ['The project activity is the installation or\nmodification / retrofit of a power plant / unit of one\nof the following types:\n\uf0b7 Hydro power plant / unit (either with a\nrun-of-river reservoir or an accumulation', 'The Project activity is the installation of wind\npower plant.']]
2.2 Justification of the choice of the methodology and why it is applicable to the project
activity:
This methodology (ACM0002) is applicable to grid-connected renewable power generation project
activities that involve electricity capacity additions. Further applicability to this project activity as
per ACM0002 methodology is as follows.
36

[['reservoir).\n\uf0b7 Wind power plant / unit.\n\uf0b7 Geothermal power plant / unit.\n\uf0b7 Solar power plant / unit.\n\uf0b7 Wave power plant / unit.\n\uf0b7 Tidal power plant / unit', ''], ['In case of Hydro power plants:\n\uf0b7 The project activity is implemented in an\nexisting reservoir, with no change in the\nvolume of the reservoir;\n\uf0b7 The project activity is implemented in an\nexisting reservoir, where the volume of\nreservoir is increased and the power density\nof the power project activity, as per\ndefinitions given in the Project Emissions\nsection, is greater than 4 W/m2 ;\n\uf0b7 The project activity results in new reservoirs\nand the power density of the power plant, as\nper definitions given in the Project Emissions\nsection, is greater than 4 W/m2.', 'Not Applicable.'], ['The geographic and system boundaries for the\nrelevant electricity grid can be clearly identified and\ninformation on the characteristics of the grid is\navailable;', 'The geographic and system boundaries for the\nSouthern Regional Grid of India are clearly\nidentified and widely used by Electricity\nadministrative and regulatory authorities in India.\nAlso, the information on the characteristics of the\ngrid is publicly available from the Central\nElectricity Authority of India.'], ['Applies to grid connected electricity generation from\nlandfill gas to the extent that it is combined with the\napproved ""Consolidated baseline methodology for\nlandfill gas project activities"" (ACM0001).', 'Not Applicable'], ['5 years of historical data (or 3 years in the case of\nnon hydro project activities) have to be available for\nthose project activities where modification / retrofit\nmeasures are implemented in an existing power\nplant.', 'Not Applicable.'], ['The methodology is not applicable to the following:\n\uf0b7 Project activities that involve switching from\nfossil fuels to renewable energy sources at\nthe site of the project activity, since in this\ncase the baseline may be the continued use of\nfossil fuels at the site;\n\uf0b7 Biomass fired power plants;\n\uf0b7 Hydro Power Plants that result in new\nreservoirs or in the increase in existing\nreservoirs where the power density of the\npower plant is less than 4 W/m2.', 'Not Applicable']]
VCS Project Description
37

VCS Project Description",259,259_final_vcs_pd_-_rsj_-_phase_iv.pdf,methodology,"{'project_methodologies': ['ACM0001', 'ACM0002']}",What is the methodology of this project?,"{'project_methodologies': ['ACM0001', 'ACM0002']}"
538,sector,"[['stakeholder', 'Rights,InterestandOverallRelevancetotheProject'], ['localresident', 'Theprojectimplementationplays apositiveroleincurbinggrassland\ndegradationandpreventingsoilerosion,andhasnot onlyimprovesthe\nlivingenvironmentwelloflocalresidents,but alsoprovidesthemwithmore\njobopportunitiestogetadditionalincome.'], ['localwomen', 'LocalWomenasthelaborresourceshavetheworkabilitytoparticipatein\ntheprojectbysowinggrassseeds,buildingfencesandbecoming\ngrasslandguardians.'], ['localherders', 'Localherderslivebygrazing,someofthemparticipatedintheproject\nimplementationtoincreasethegrassyieldandquality, improvethelocal\necologicalenvironmentandpromotethesustainabledevelopmentofthe\nlocallivestockindustry.So, grasslandecosystemwillhaveagreatimpact\nontheirtraditionallivelihood.'], ['localTibetans', 'LocalTibetansarethemainworkforcefortheprojectactivities,they\nparticipatedintheprojectnotonlytoearnincomefromtheproject,but\nalsoacquiredsomeknowledgeofsustainablegrasslandmanagement\nfromthetrainingcourses.'], ['grasslandguardians', 'Duringtheprojectcreditingperiod,somelocalresidentswereemployedto\nsuperviseandmaintainthegrassland,andtheywereguidedbytheproject\nproponentandthelocalNaturalResourcesandForestryandGrass\nBureauontherelevantknowledge.'], ['TianjunNatural\nResourcesandForestry\nandGrassBureau', 'GrassStationsattachedtoTianjunNaturalResourcesandForestryand\nGrasslandBureauareresponsibleforprojectimplementation,\nmanagementandguidance.'], ['localgovernment', 'Thelocalgovernmentprovidedtheinitialfund,approvedandsupervised\ntheenvironmentalandsocialimpactsoftheproject,suchasthe\nrestorationofthegrasslandecosystemandemploymentissues.'], ['scientificresearch\ninstitutions', 'Theproposedprojectcouldapplyrelevantdatatovalidateresearchresults\northeirfindings.'], ['tourismcompanies', 'Therelationshipoftourismcompaniesandtheprojectisreciprocalinlong\nterm.Thesuccessoftheprojectmaybringabundantoftourismresources.']]
CCB + VCS PROJECT DESCRIPTION
CCBVersion3,VCSVersion3
2.1.9 StakeholderDescriptions(G1.6,G1.13)
Table2-5Stakeholderdescriptions
2.1.10 SectoralScopeandProjectType
AccordingtoAppendixof1EligibleAFOLUProjectCategoriesoftheVCSStandard(version4.4),
eligibleAgriculturalLandManagement(ALM)activitiesarethosethatreducenetGHGemissions
oncroplandsandgrasslandsbyincreasingcarbonstocksinsoilsandwoodybiomassand/or
decreasingCO ,N Oand/orCH emissionsfromsoils,whichincludeImprovedCropland 2 2 4
CCBv3.0,VCSv3.3 23

CCB + VCS PROJECT DESCRIPTION
CCBVersion3,VCSVersion3
Management(ICM),ImprovedGrasslandManagement(IGM)andCroplandandGrasslandLand
useConversions(CGLC).
Degradedgrasslandwasrestoredbyplantinggrassandmanagementofreasonablegrazing
activitiestoincreasesoilcarbonstocks.So,theprojectisdevelopedunderVCSscope14
“Agriculture,ForestryandOtherLandUse(AFOLU)”withaprojectcategoryofAgriculturalLand
Management(ALM),andbelongstothecategoryofImprovedGrasslandManagement(IGM)that
demonstrablyreducenetGHGemissionsofgrasslandecosystemsbyincreasingsoilcarbon
stocks.Theprojectisnotagroupedproject.
2.1.11 ProjectActivitiesandTheoryofChange(G1.8)
GHGemissionreductionorremovalactivities
Total89123haofdegradedgrasslandhavebeenmanagedsustainablybyRotationalgrazing,
restgrazing, degradedgrasslandimprovement,sandygrasslandmanagementandharmfulweed
control.ThesesustainableandscientificmanagementsofgrasslandreducednetGHGemissions
byincreasingcarbonsinkcapacityand/orreducingnon-CO GHGemissions,whichalso 2
improvedlocalbiodiversityandenhancethecapabilitiesoflocalcommunitiesandresidents.
Threerestorationmeasuresintheprojectareshownbelow：
1. Theprojectimplementsrotationalgrazing,restgrazingin8232haofdegradedgrassland
to achieve sustainable grassland management. Grazing was strictly prohibited for the
first three years, and then rotational grazing will be applied in different project areas to
protect the natural grassland resources and mitigate the degradation of the ecological
environment.
2. Degradedgrassland improvement, sandy grassland management wasalso implemented
in degraded areas, 79408 haof degraded grassland have been managed sustainably by
the implementation of seeding, reseeding and applying fertilizer, where grass seeds of
local high-quality forage were sowed such as Elymus nutans Griseb., Poa crymophila
Keng cv Qinghai, Elymus breviarystatus Keng cv Qinghai., Festuca sinensis Keng ex S.
L.Lu.
3. Harmful weed control was implemented to restore degraded grassland and improve soil
carbonstorage, therewas1483haof degraded grassland wasscientifically governedby
rodentandharmfulweedcontroltoprotectpasturevegetationandreduceforageloss.
TheprojectisestimatedtogenerateGHGemissionremovalsof9,963,718tCO e,withaverage 2
annualGHGemissionremovalsof249,093tCO e. 2
TheprojectisnotlocatedwithinajurisdictioncoveredbyajurisdictionalREDD+program.And
therearenoREDD+activitiesfornow inChinaaccordingtoUNFCC.11
TheoryofChange
Asexplainedinthefollowingsections,thewithout projectscenariomayhavethreefocalissues:
1) Theprojectis locatedinanextremelyfragileecologicalenvironment ofQinghaiProvince.
11InfoHub-REDD+(unfccc.int)
CCBv3.0,VCSv3.3 24",4254,4254_tianjun_sgm_vcs+ccb_pd_v01.pdf,sector,{'project_sector': 'Forestry and Land Use'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Forestry and Land Use'}
539,project_proponents,"[['Organization name', '', 'FUTURE Forest (Future Carbon Consultoria e Projetos Florestais LTDA)', ''], ['Contact person', '', 'Bárbara Silva e Souza', ''], [None, None, 'Carolina Chiarello de Andrade', None], [None, None, 'Carolina Pendl Abinajm', None], [None, None, 'Eliane Seiko Maffi Yamada', None], [None, None, 'Gabriella Hita Marangom Cesilio', None], [None, None, 'Gabriel de Toledo Piza', None], [None, None, 'Laura Cristina Pantaleão', None], [None, None, 'Letícia Morais Teixeira', None], [None, None, 'Lyara Carolina Montone Amaral', None], [None, None, 'Yara Fernandes da Silva', None]]
1.5 Project Proponent
19

[['Title', None, None, '', 'Bárbara Silva e Souza - Technical Analyst', ''], [None, None, None, None, 'Carolina Chiarello de Andrade - Technical Analyst', None], [None, None, None, None, 'Carolina Pendl Abinajm – Technical Coordinator', None], [None, None, None, None, 'Eliane Seiko Maffi Yamada – Technical Coordinator', None], [None, None, None, None, 'Gabriella Hita Marangom Cesilio - Technical Analyst', None], [None, None, None, None, 'Gabriel de Toledo Piza – Technical Coordinator', None], [None, None, None, None, 'Laura Cristina Pantaleão – Technical Analyst', None], [None, None, None, None, 'Letícia Morais Teixeira - Technical Analyst', None], [None, None, None, None, 'Lyara Carolina Montone Amaral – Technical Coordinator', None], [None, None, None, None, 'Yara Fernandes da Silva – Technical Coordinator', None], ['Address', None, None, '', 'Rua Elvira Ferraz, 250, Conj. 601, Edifício F.L. Office – Vila Olímpia, São', ''], [None, None, None, None, 'Paulo/SP, Brazil', None], [None, None, None, None, 'Postal Code: 04552-040', None], ['', 'Telephone', '', '', '+55 11 3045-3474', ''], ['', 'Email', '', '', 'tecnica@futurecarbon.com.br', '']]
Project Description: VCS Version 4.2",3666,3666_vcs_pd_xingu-araguaia_redd+_project_v01.1.pdf,project_proponents,"[{'organization_name': 'Future Carbon International LLC', 'state/city': 'Florida', 'country': 'United States'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Future Carbon International LLC', 'state/city': 'Florida', 'country': 'United States'}]"
540,crediting period,"2.1.15 Benefits Assessment and Crediting Period (G1.9)
The Project Crediting Period is 30 years with the intent to renew period for a maximum of 100 years.
The Project start date of 3 June 2016 and ending on 2 June 2046. The project crediting period will also
be the monitoring period/assessment period for climate change adaptive capacity and resilience as
well as biodiversity and community well-being. Although the project activities will have a lasting effect
impact the project crediting period, the Project Proponents commit to monitoring through the
crediting period of 30 years and beyond.",1848,1848_ccb_proj_desc_eng_1848_08may2020.pdf,crediting period,"{'crediting_period_start': '2016-06-03', 'crediting_period_end': '2046-06-02'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2016-06-03', 'crediting_period_end': '2046-06-02'}"
541,project_description,"1.12 Project Location
Geographical area for the project
This project is being carried out in Gujarat, an agrarian as well as highly industrialized state. The
agroforestry plantations have been done in approximately 124 villages within Anand division(22° 33'
47.52'' N,72° 57' 37.0116'' E)7 and Kheda division(22° 44' 54.5604'' N,72° 40' 14.1348'' E)8
7 https://www.latlong.net/ (site visited 31st August 2021)
8 https://www.latlong.net/ (site visited 31st August 2021)
17

Project Description: VCS Version 4.0
Figure 1: Map showing plantation location of Anand division (2018-19)
Figure 2: Map showing plantation location of Anand division (2019-20)
18

Project Description: VCS Version 4.0
Figure 3: Map showing plantation location of Anand division (2020-21)
Figure 4: Map showing plantation location of Kheda division (2018-19)
19

Project Description: VCS Version 4.0
Figure 5: Map showing plantation location of Kheda division (2019-20)
Figure 6: Map showing plantation location of Kheda division (2020-21)",2757,2757_2757-pdd_ahmedabad_(clean).pdf,project_description,No relevant information found in context,"What is the project province, country, latitude, and longitude of this project?","{'project_country': 'India', 'project_latitude': 22.56, 'project_longitude': 72.96}"
542,methodology,"[['Criteria for the applicability of the methodology', None, None, '', 'Justification why the methodology is suitable', ''], [None, None, None, None, 'for the proposed project activity', None], ['', 'AMS-I.E version 13.0', None, None, None, ''], ['1. Project participants are able to show\nthat non-renewable biomass has been\nused in the project region since 31\nDecember 1989, using survey\nmethods or referring to published\nliterature, official reports or statistics.', '1. Project participants are able to show', None, '', 'Fuelwood has remained the principal', ''], [None, 'that non-renewable biomass has been', None, None, 'component of rural domestic energy in India', None], [None, 'used in the project region since 31', None, None, 'and in most developing countries. Most of', None], [None, 'December 1989, using survey', None, None, 'the fuel wood has been reported to be', None], [None, 'methods or referring to published', None, None, 'derived from forests with some from trees', None], [None, 'literature, official reports or statistics.', None, None, 'growing on homesteads, farmlands, and', None], [None, None, None, None, 'common Lands outside forests. Because of', None], [None, None, None, None, 'the increasing population, the area under', None], [None, None, None, None, 'agriculture expanded and forests shrunk.78', None], [None, None, None, None, 'The third-party biogas users survey carried9', None], [None, None, None, None, 'out demonstrated that non-renewable', None], [None, None, None, None, 'biomass has been used since 31 December', None], [None, None, None, None, '198910. In that survey the respondents were', None], [None, None, None, None, 'asked to provide averages fuelwood', None], [None, None, None, None, 'consumption for cooking. The average of the', None], [None, None, None, None, 'estimates from all respondents, showed a', None], [None, None, None, None, 'clear increase on this indicator.', None], [None, None, None, None, 'Thus, project activity meets the applicability', None], [None, None, None, None, 'criteria.', None], ['', '2. In the case that technologies using', '', '', 'This project activity is not registered under', ''], [None, 'renewable biomass are used under', None, None, 'the CDM and any other mechanism The', None]]
3.2 Applicability of Methodology
5 https://cdm.unfccc.int/methodologies/PAmethodologies/tools/am-tool-30-v4.0.pdf
6 https://cdm.unfccc.int/filestorage/e/x/t/extfile-20151023152925164-Meth_GC48_-ver04.0-
.pdf/Meth_GC48_%28ver04.0%29?t=SVh8cmswOXV6fDDBAGhwxRgadOfVmHlH-EWC
7 https://fsi.nic.in/isfr19/vol2/isfr-2019-vol-ii-jharkhand.pdf
8 https://fsi.nic.in/isfr19/vol2/isfr-2019-vol-ii-madhya-pradesh.pdf
9 Survey reports will be submitted at the time of validation
10 https://fsi.nic.in/documents/sfr_1989_hindi.pdf
20

[['', 'the project activity, this methodology', '', 'major feed cattle dung is mixed with water\nand fed into the plant through the inlet\nchamber of the plant. This waste is converted\ninto biogas with the help of a special type of\nanaerobic bacteria.\na). It is not applicable as the major\nfeed cattle dung.\nb). The major feed cattle dung is\nmixed with water hence it is not\napplicable.\nc). As discussed for the current\nproject activity the major feed is cow\ndung and this waste is converted into\nbiogas by anaerobic reaction. Hence\nonce the biogas has been created it\nis used directly by the end user.\nHence it is not applicable.\nd). The major feed cattle dung is\nmixed with water hence it is not\napplicable.'], [None, 'is applicable where all emissions', None, None], [None, 'related to processing of biomass are', None, None], [None, 'fully accounted for and biomass is', None, None], [None, 'sourced from biomass residues', None, None], [None, 'and/or a dedicated plantation of the', None, None], [None, 'CDM project activity, meeting the', None, None], [None, 'following conditions:', None, None], [None, '(a) For projects that use biomass', None, None], [None, 'residues, prior to the', None, None], [None, 'implementation of the project', None, None], [None, 'activity, the biomass residues', None, None], [None, 'have not been collected and used', None, None], [None, 'but been left for decay and would,', None, None], [None, 'in the absence of the project', None, None], [None, 'activity, continue to be left for', None, None], [None, 'decay; and', None, None], [None, '(b) For projects that use biomass', None, None], [None, 'residues from a production', None, None], [None, 'process (e.g., production of sugar', None, None], [None, 'or wood panel boards), the', None, None], [None, 'implementation of the project', None, None], [None, 'does not result in an increase of', None, None], [None, 'the processing capacity of raw', None, None], [None, 'input (e.g. sugar, rice, logs, etc.) or', None, None], [None, 'in other substantial changes (e.g.', None, None], [None, 'product change) in this process;', None, None], [None, 'and', None, None], [None, '(c) The biomass used by the project', None, None], [None, 'facility is not stored for more than', None, None], [None, 'one year; and', None, None], [None, '(d) In the case biomass from', None, None], [None, 'dedicated plantations are used,', None, None], [None, 'the applicability conditions of', None, None], [None, 'TOOL16 “Project and leakage', None, None], [None, 'emissions from biomass” are', None, None], [None, 'satisfied.', None, None], ['', '3. For electric cookstoves with integrated', '', 'NA'], [None, 'renewable energy device or with grid', None, None], [None, 'connected renewable energy system', None, None], [None, 'employing net metering, project', None, None], [None, 'participants shall demonstrate that,', None, None]]
Joint Project Description & Monitoring Report: VCS Version 4.1
21

[['', 'on an annual basis, at least 80% of', '', ''], [None, 'the electricity generated is consumed', None, None], [None, 'by the electric cook stoves (i.e. 20% or', None, None], [None, 'less of electricity is consumed by other', None, None], [None, 'loads connected).', None, None], ['', '4. For electric cook stoves, in all cases', '', 'NA'], [None, 'under paragraph 2(d) above where', None, None], [None, 'back-up diesel generators are used,', None, None], [None, 'this methodology is only applicable', None, None], [None, 'when no more than 1% of total', None, None], [None, 'electricity supply occurs from back up', None, None], [None, 'diesel generators on an annual basis', None, None], ['', '5. Under this methodology, emission', '', 'Project activity involves installation of\nbiodigesters, biogas thus produced will\ndisplace the use of non-renewable biomass\nto major extent. Therefore, condition is\njustified.'], [None, 'reductions cannot be claimed only', None, None], [None, 'due to fuel-switch aspect and', None, None], [None, 'proposed project activities shall', None, None], [None, 'introduce new renewable energy-', None, None], [None, 'based technologies, i.e. technology', None, None], [None, 'switch is also involved.', None, None], ['', '6. Project participants shall describe in', '', 'Each of the bio-digesters shall be allocated a\nunique id against each end users. End user\nand project implementer shall have an\nagreement to avoid any double counting.'], [None, 'the PDD/PoA-DD the proposed', None, None], [None, 'method for distribution of project', None, None], [None, 'devices and how the double counting', None, None], [None, 'of emission reductions has been', None, None], [None, 'addressed, for example, using', None, None], [None, 'methods such as unique', None, None], [None, 'identifications of product and end-', None, None], [None, 'user locations (e.g. programme logo),', None, None], [None, 'to prevent double counting of', None, None], [None, 'emission reductions from the project', None, None], [None, 'devices (e.g. between end users,', None, None], [None, 'distributors and producers of stoves,', None, None], [None, 'producers of renewable energy,', None, None], [None, 'producers of processed renewable', None, None], [None, 'biomass).', None, None], ['', '7. For project activities introducing', '', 'NA'], [None, 'bioethanol cookstoves, project', None, None], [None, 'participants shall demonstrate that', None, None], [None, 'the bioethanol cookstoves are', None, None], [None, 'designed, constructed and operated', None, None], [None, 'to the requirements (e.g. with regard', None, None], [None, 'to safety) of a relevant national or local', None, None], [None, 'standard or comparable literature.', None, None]]
[['Project activity involves installation of'], ['biodigesters, biogas thus produced will'], ['displace the use of non-renewable biomass'], ['to major extent. Therefore, condition is'], ['justified.']]
[['Each of the bio-digesters shall be allocated a'], ['unique id against each end users. End user'], ['and project implementer shall have an'], ['agreement to avoid any double counting.']]
Joint Project Description & Monitoring Report: VCS Version 4.1
22

[['', 'Latest guidelines issued by a relevant', '', ''], [None, 'national authority, or an international', None, None], [None, 'organisation may also be used.', None, None]]
Joint Project Description & Monitoring Report: VCS Version 4.1",3889,3889_vcs_proj_desc_draft_3889_28nov2022.pdf,methodology,{'project_methodologies': ['AMS-I.E.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.E.']}
543,methodology,"B.1. Title and reference of the approved baseline and monitoring methodology applied to the
small-scale project activity:
The methodology applied to the Project is the approved methodology for small-scale CDM project-
AMS-I.D. “Grid connected renewable electricity generation” (version 12). For more information
regarding the methodology, please refer to the link:
http://cdm.unfccc.int/methodologies/SSCmethodologies/ approved.html.",91,91_pdd_changshatou.pdf,methodology,{'project_methodologies': ['AMS-I.D.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.D.']}
544,project_description,"1.12 Project Location
It locates in Foping County, Hanzhong City, Shaanxi Province, P.R.China.
The detailed location and project boundary are listed as below:
Foping, Shaanxi
SHAN

Project Description: VCS Version 4.1
The boundary of the project.",3125,3125_vcs-project-description-draft_3125_foping-listing1.pdf,project_description,"{'project_state_province': 'Shaanxi Province', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Shaanxi Province', 'project_country': 'China', 'project_latitude': 33.47, 'project_longitude': 108.06}"
545,methodology,"[['SEC', 'TTION B. AA', 'pplication', 'of a baselin', 'ee and monitt', 'oring meth', 'oodology', '', '', '']]
PROJECT DESIGN DOCUMENT FORM (CDM PDD) - Version 03
CDM – Executive Board 9
SECTION B. Application of a baseline and monitoring methodology
B.1. Title and reference of the approved baseline methodology applied to the project activity:
>>
1. The approved consolidated baseline and monitoring methodology ACM0002: “Consolidated
methodology for grid-connected electricity generation from renewable sources” Version 7, in effect as of
14 December 2007; and
2. The approved “Tool for demonstration and assessment of additionality”, Version 05.2, in effect as of
EB 39; and
3. The approved Tool to calculate the emission factor for an electricity system, Version 01.1, in effect as
of EB 35,
are applied to the Project activity3.
More information about the methodology can be obtained at:
http://cdm.unfccc.int/methodologies/PAmethodologies/approved.html

activity:
>>
The Methodology of ACM0002 (Version 7) is chosen and applicable to the proposed project due to the
following reasons:
• The project activity is a grid-connected renewable power generation project activity that involves
electricity capacity additions in the form of wind energy.
• The project activity is connected to the North China Power Grid. The geographic and system
boundaries for this grid can be clearly identified and information on the characteristics of this grid
are available.
• The project activity does not involve switching from fossil fuels to renewable energy at the site of
the project activity.
• The project activity is not a biomass fired plant
• The project activity meets the applicability conditions of the ‘Tool to calculate the emission
factor for an electricity system’ and the ‘Tool for the demonstration and assessment of
additionality’.
The applicability criteria stated in methodology ACM0002 (Version 7) are met on the basis of the reasons
above.
3 The “Tool to calculate project or leakage CO emissions from fossil fuel combustion” Version 1, in effect as of EB 2
32, is not applied to this Project, since ACM0002 refers to this Tool for geothermal projects and the proposed
Project is a wind power project.",556,556_proj_desc_556_29oct2009.pdf,methodology,{'project_methodologies': ['ACM0002']},What is the methodology of this project?,{'project_methodologies': ['ACM0002']}
546,sector,"1.2 Sectoral Scope and Project Type
Sectoral Scope 1: Energy industries (renewable - / non-renewable sources)
Project Type: Grid-connected renewable power generation
The project is not a grouped project.
v3.2 3

PROJECT DESCRIPTION : VCS Version 3",1406,1406_04-jingyuan_vcs_pd_v02.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
