metric_type,country,Quarter,zone,Average,Min,Max,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
GWIS Weekly Burnt Areas,Armenia,Q2,Asia,60.33461538461539,0.0,457.3076923076923,Armenia,15.3757,0.0,29.742235625545003,3.9240239718917116,3,3.3,3,1
GWIS Weekly Burnt Areas,Armenia,Q3,Asia,524.9030769230769,0.0,2817.230769230769,Armenia,15.3757,0.0,183.2261795710614,34.13848325104398,5,4.5,5,1
GWIS Weekly Burnt Areas,Armenia,Q4,Asia,633.5707692307692,0.0,3911.769230769231,Armenia,15.3757,0.0,254.41243200434653,41.20597886475212,4,4.2,5,1
GWIS Weekly Burnt Areas,Australia,Q1,Oceania,208892.07,38478.46153846154,575853.6153846154,Australia,8292.2356,4.640300082460457,69.44491728920671,25.191284965419943,4,3.2,4,2
GWIS Weekly Burnt Areas,Australia,Q2,Oceania,700359.5576923077,216415.53846153847,1436436.2307692308,Australia,8292.2356,26.098575691884403,173.2266544343278,84.45967908730279,5,3.7,5,3
GWIS Weekly Burnt Areas,Australia,Q3,Oceania,745835.853076923,279897.53846153844,1606527.4615384615,Australia,8292.2356,33.754171005649965,193.73876226315392,89.94388112620956,5,3.8,5,2
GWIS Weekly Burnt Areas,Australia,Q4,Oceania,1035092.6346153846,167893.46153846153,2689227.846153846,Australia,8292.2356,20.247068418854564,324.30673413980736,124.826727621606,5,3.7,5,3
GWIS Weekly Burnt Areas,Austria,Q1,Europe,26.948461538461537,0.0,169.6153846153846,Austria,410.3813,0.0,0.4133116801749607,0.06566688476902222,1,1.3,1,1
GWIS Weekly Burnt Areas,Austria,Q2,Europe,6.628461538461538,0.0,79.53846153846153,Austria,410.3813,0.0,0.19381599877592262,0.016151958041123068,1,1.7,1,1
GWIS Weekly Burnt Areas,Austria,Q3,Europe,11.306923076923077,0.0,112.61538461538461,Austria,410.3813,0.0,0.2744164624835113,0.0275522375822755,1,1.8,2,1
GWIS Weekly Burnt Areas,Austria,Q4,Europe,4.852307692307692,0.0,58.23076923076923,Austria,410.3813,0.0,0.1418943047131271,0.011823900582964408,1,1.2,1,1
GWIS Weekly Burnt Areas,Bahamas,Q1,America,1121.3323076923077,26.923076923076923,5326.923076923077,Bahamas,13.3532,2.0162265916092714,398.9248327684059,83.97480062399333,5,4.3,5,2
GWIS Weekly Burnt Areas,Bahamas,Q2,America,880.1038461538462,41.61538461538461,4313.153846153846,Bahamas,13.3532,3.116510245887474,323.0052606232099,65.9095831825964,5,4.3,5,2
GWIS Weekly Burnt Areas,Bahamas,Q3,America,186.87846153846155,0.0,1304.8461538461538,Bahamas,13.3532,0.0,97.7178619241945,13.995032017678277,4,3.8,4,1
GWIS Weekly Burnt Areas,Bahamas,Q4,America,119.3523076923077,0.0,1040.6153846153845,Bahamas,13.3532,0.0,77.93003808940064,8.93810530002604,4,3.7,4,1
GWIS Weekly Burnt Areas,Bangladesh,Q1,Asia,10836.50076923077,445.15384615384613,24386.076923076922,Bangladesh,81.9844,5.429738415525955,297.447769613206,132.1775943866244,5,4.3,5,3
GWIS Weekly Burnt Areas,Bangladesh,Q2,Asia,8488.39076923077,485.61538461538464,24815.46153846154,Bangladesh,81.9844,5.923265701955307,302.68516374409694,103.53665781820408,5,4.3,5,3
GWIS Weekly Burnt Areas,Bangladesh,Q3,Asia,1.820769230769231,0.0,21.846153846153847,Bangladesh,81.9844,0.0,0.2664672040797255,0.022208727889320785,1,1.2,1,1
GWIS Weekly Burnt Areas,Bangladesh,Q4,Asia,269.21846153846155,0.0,1277.8461538461538,Bangladesh,81.9844,0.0,15.586454909057746,3.2837766884731923,3,2.8,3,1
GWIS Weekly Burnt Areas,Belarus,Q1,Europe,1337.1607692307693,0.0,5410.2307692307695,Belarus,785.0917,0.0,6.891208720243469,1.7031905562506513,2,2.3,2,1
GWIS Weekly Burnt Areas,Belarus,Q2,Europe,1703.2123076923076,0.0,8090.307692307692,Belarus,785.0917,0.0,10.30492067653714,2.1694437830540148,3,2.7,3,1
GWIS Weekly Burnt Areas,Belarus,Q3,Europe,662.9738461538461,7.615384615384615,5157.2307692307695,Belarus,785.0917,0.009699993791024177,6.5689533709638885,0.8444540251206912,3,2.5,3,1
GWIS Weekly Burnt Areas,Belarus,Q4,Europe,555.2892307692308,0.0,4582.384615384615,Belarus,785.0917,0.0,5.836750809344457,0.7072921937261989,2,2.0,3,1
GWIS Weekly Burnt Areas,Belgium,Q1,Europe,15.896923076923077,0.0,129.92307692307693,Belgium,71.8251,0.0,1.808881253532218,0.2213282414771866,2,2.7,2,1
GWIS Weekly Burnt Areas,Belgium,Q2,Europe,11.756923076923076,0.0,108.23076923076923,Belgium,71.8251,0.0,1.5068655557843875,0.1636882242687177,2,2.8,2,1
GWIS Weekly Burnt Areas,Belgium,Q3,Europe,4.622307692307692,0.0,55.46153846153846,Belgium,71.8251,0.0,0.7721748867949847,0.06435504708392598,2,3.2,2,1
GWIS Weekly Burnt Areas,Belgium,Q4,Europe,0.0,0.0,0.0,Belgium,71.8251,0.0,0.0,0.0,1,2.5,1,1
GWIS Weekly Burnt Areas,Belize,Q1,America,1670.4546153846154,251.3846153846154,4200.384615384615,Belize,155.7045,1.614498074137969,26.976642392381823,10.728364404269726,4,3.7,3,2
GWIS Weekly Burnt Areas,Belize,Q2,America,6938.03923076923,798.3076923076923,18293.153846153848,Belize,155.7045,5.127068853550747,117.48635297087655,44.559015511878144,5,4.3,4,3
GWIS Weekly Burnt Areas,Belize,Q3,America,650.8199999999999,0.0,2764.153846153846,Belize,155.7045,0.0,17.752562361099688,4.179840659711183,3,2.8,3,1
GWIS Weekly Burnt Areas,Belize,Q4,America,201.70538461538462,0.0,1133.5384615384614,Belize,155.7045,0.0,7.280062307373656,1.2954370915123494,2,2.5,3,1
GWIS Weekly Burnt Areas,Benin,Q1,Africa,38940.051538461536,5748.384615384615,90546.69230769231,Benin,180.2345,31.893919396034697,502.3826864872836,216.05215171602293,5,4.5,5,3
GWIS Weekly Burnt Areas,Benin,Q2,Africa,662.52,47.76923076923077,2028.6923076923076,Benin,180.2345,0.26503932803781055,11.255848950629916,3.6758778147358027,3,2.7,3,2
GWIS Weekly Burnt Areas,Benin,Q3,Africa,1.2307692307692308,0.0,14.76923076923077,Benin,180.2345,0.0,0.0819445265430912,0.0068287105452575995,1,1.3,1,1
GWIS Weekly Burnt Areas,Benin,Q4,Africa,47639.409999999996,8212.384615384615,104057.46153846153,Benin,180.2345,45.56499790764041,577.3448564978488,264.3190399174409,5,4.5,5,3
GWIS Weekly Burnt Areas,Bhutan,Q1,Asia,796.9492307692308,0.0,4536.538461538462,Bhutan,495.1523,0.0,9.161905259328215,1.6095032392442299,2,2.2,2,1
GWIS Weekly Burnt Areas,Bhutan,Q2,Asia,382.9738461538461,0.0,2394.0,Bhutan,495.1523,0.0,4.8348760573262,0.7734465661450953,2,1.8,2,1
GWIS Weekly Burnt Areas,Bhutan,Q3,Asia,4.384615384615385,0.0,52.61538461538461,Bhutan,495.1523,0.0,0.10626101224892748,0.008855084354077291,1,1.3,1,1
GWIS Weekly Burnt Areas,Bhutan,Q4,Asia,187.59,0.0,948.3846153846154,Bhutan,495.1523,0.0,1.9153392105512088,0.37885313266241516,2,1.7,2,1
GWIS Weekly Burnt Areas,Bolivia,Q1,America,10210.191538461539,1763.6923076923076,25826.53846153846,Bolivia,3897.2933,0.45254287320184694,6.6267885102561985,2.6198160498881466,3,2.0,2,2
GWIS Weekly Burnt Areas,Bolivia,Q2,America,27757.455384615383,3266.230769230769,81494.46153846153,Bolivia,3897.2933,0.8380767157634169,20.910528221846054,7.1222392691397856,3,2.2,3,2
GWIS Weekly Burnt Areas,Bolivia,Q3,America,264234.1746153846,72696.76923076923,641918.2307692308,Bolivia,3897.2933,18.65314299818524,164.70873022803565,67.79940699238229,5,3.8,5,2
GWIS Weekly Burnt Areas,Bolivia,Q4,America,146702.96153846153,21308.53846153846,438556.3076923077,Bolivia,3897.2933,5.46752241139728,112.52843292351328,37.642268683873894,4,3.3,4,3
GWIS Weekly Burnt Areas,Bosnia and Herzegovina,Q1,Europe,1898.5323076923075,0.0,10282.23076923077,Bosnia and Herzegovina,194.352,0.0,52.905196598083734,9.768524675291777,4,3.3,4,1
GWIS Weekly Burnt Areas,Bosnia and Herzegovina,Q2,Europe,783.5269230769231,0.0,7231.0,Bosnia and Herzegovina,194.352,0.0,37.20568864740265,4.031483715510636,3,2.7,3,1
GWIS Weekly Burnt Areas,Bosnia and Herzegovina,Q3,Europe,2050.173846153846,0.0,11944.923076923076,Bosnia and Herzegovina,194.352,0.0,61.46025292728182,10.548766393728112,4,3.5,4,1
GWIS Weekly Burnt Areas,Bosnia and Herzegovina,Q4,Europe,489.3723076923077,0.0,4135.615384615385,Bosnia and Herzegovina,194.352,0.0,21.278995763436367,2.517968982528133,3,2.7,3,1
GWIS Weekly Burnt Areas,Botswana,Q1,Africa,4847.128461538461,0.0,29864.46153846154,Botswana,1413.7398,0.0,21.1244399701144,3.4285859827518905,3,2.2,3,1
GWIS Weekly Burnt Areas,Botswana,Q2,Africa,11783.076153846154,418.15384615384613,63854.230769230766,Botswana,1413.7398,0.2957785061677164,45.16689051919651,8.33468517604594,4,2.5,4,2
GWIS Weekly Burnt Areas,Botswana,Q3,Africa,102267.46153846153,14187.615384615385,299635.0,Botswana,1413.7398,10.035520952734997,211.94494206076675,72.33824890440343,5,3.8,5,2
GWIS Weekly Burnt Areas,Botswana,Q4,Africa,52447.53153846154,4834.461538461538,173282.0,Botswana,1413.7398,3.4196261139861366,122.56993825879415,37.09843320423004,4,3.7,4,3
GWIS Weekly Burnt Areas,Brazil,Q1,America,68631.37307692308,14775.384615384615,203898.92307692306,Brazil,51894.2395,0.28472109347290103,3.929124408440807,1.3225239205388697,2,1.5,2,2
GWIS Weekly Burnt Areas,Brazil,Q2,America,129530.25692307691,73905.0,222319.38461538462,Brazil,51894.2395,1.4241465085927312,4.284085994080029,2.4960430708899186,3,1.8,2,2
GWIS Weekly Burnt Areas,Brazil,Q3,America,1475989.0507692308,639874.5384615385,2412370.846153846,Brazil,51894.2395,12.330357755055616,46.48629345755892,28.442252261336844,4,3.2,4,2
GWIS Weekly Burnt Areas,Brazil,Q4,America,731049.4161538462,240696.61538461538,1610422.1538461538,Brazil,51894.2395,4.638214524458256,31.03277298911286,14.087294142808396,4,2.8,4,3
GWIS Weekly Burnt Areas,British Virgin Islands,Q1,America,0.0,0.0,0.0,British Virgin Islands,0.4577,0.0,0.0,0.0,1,3.0,1,1
GWIS Weekly Burnt Areas,British Virgin Islands,Q2,America,1.9423076923076923,0.0,23.307692307692307,British Virgin Islands,0.4577,0.0,50.92351389052285,4.243626157543571,3,4.2,4,1
GWIS Weekly Burnt Areas,British Virgin Islands,Q3,America,1.0384615384615385,0.0,12.461538461538462,British Virgin Islands,0.4577,0.0,27.226433169190436,2.2688694307658697,3,4.0,4,1
GWIS Weekly Burnt Areas,British Virgin Islands,Q4,America,0.8907692307692308,0.0,10.692307692307692,British Virgin Islands,0.4577,0.0,23.360951916774507,1.9461857783902792,3,2.8,3,1
GWIS Weekly Burnt Areas,Bulgaria,Q1,Europe,766.8523076923077,0.0,4239.2307692307695,Bulgaria,418.7708,0.0,10.123033337641424,1.8311981343787764,3,2.7,3,1
GWIS Weekly Burnt Areas,Bulgaria,Q2,Europe,154.69230769230768,0.0,617.1538461538462,Bulgaria,418.7708,0.0,1.4737270271801333,0.3693961176192506,2,1.8,2,1
GWIS Weekly Burnt Areas,Bulgaria,Q3,Europe,4599.679999999999,273.7692307692308,16687.076923076922,Bulgaria,418.7708,0.6537447949313342,39.84775663221247,10.983764866127245,4,3.5,4,1
GWIS Weekly Burnt Areas,Bulgaria,Q4,Europe,2354.423846153846,49.84615384615385,8107.461538461538,Bulgaria,418.7708,0.11902967887482567,19.360140531435185,5.622225442064838,3,3.0,3,2
GWIS Weekly Burnt Areas,Burkina Faso,Q1,Africa,25270.616153846153,5208.538461538462,42763.46153846154,Burkina Faso,170.5371,30.541966888955315,250.75752747326848,148.1825136808715,5,4.7,5,3
GWIS Weekly Burnt Areas,Burkina Faso,Q2,Africa,810.9161538461539,103.38461538461539,2487.5384615384614,Burkina Faso,170.5371,0.6062294678671994,14.58649444337016,4.755071792860051,3,2.7,3,2
GWIS Weekly Burnt Areas,Burkina Faso,Q3,Africa,4.769230769230769,0.0,20.923076923076923,Burkina Faso,170.5371,0.0,0.12268929706836179,0.027965942714111878,1,1.3,1,1
GWIS Weekly Burnt Areas,Burkina Faso,Q4,Africa,69438.00615384615,12190.23076923077,123040.15384615384,Burkina Faso,170.5371,71.48140064086213,721.4861390638978,407.17243434916,5,4.7,5,3
GWIS Weekly Burnt Areas,Burundi,Q1,Africa,12.826153846153847,0.0,141.23076923076923,Burundi,20.0614,0.0,7.039925889059051,0.6393449034540883,2,2.7,2,1
GWIS Weekly Burnt Areas,Burundi,Q2,Africa,735.8592307692307,82.46153846153847,2004.076923076923,Burundi,20.0614,4.110457817576962,99.89716186691473,36.680352855196084,4,4.0,4,2
GWIS Weekly Burnt Areas,Burundi,Q3,Africa,3822.8323076923075,386.46153846153845,10602.76923076923,Burundi,20.0614,19.263936637599492,528.5159176712109,190.5566066023462,5,5.0,5,2
GWIS Weekly Burnt Areas,Burundi,Q4,Africa,184.10230769230768,0.0,957.0,Burundi,20.0614,0.0,47.70355010118935,9.176942172146893,4,3.8,4,1
GWIS Weekly Burnt Areas,Cambodia,Q1,Asia,209599.18615384615,34172.153846153844,459129.92307692306,Cambodia,402.0433,84.99620276262245,1141.9912309866204,521.3348566033712,5,4.3,5,3
GWIS Weekly Burnt Areas,Cambodia,Q2,Asia,19648.774615384616,1954.2307692307693,69328.0,Cambodia,402.0433,4.860747012152097,172.4391377744636,48.87228469019286,5,3.7,5,3
GWIS Weekly Burnt Areas,Cambodia,Q3,Asia,890.7507692307693,0.0,4205.7692307692305,Cambodia,402.0433,0.0,10.460985746483601,2.21555929232192,3,2.3,3,1
GWIS Weekly Burnt Areas,Cambodia,Q4,Asia,16385.91076923077,1660.6923076923076,52486.53846153846,Cambodia,402.0433,4.130630476101225,130.54946683986142,40.756582112500745,4,3.5,4,3
GWIS Weekly Burnt Areas,Cameroon,Q1,Africa,167112.33923076926,29919.384615384617,342480.0,Cameroon,3133.3436,9.548708483609847,109.30176952186156,53.33355053393099,5,3.7,4,3
GWIS Weekly Burnt Areas,Cameroon,Q2,Africa,4182.756923076923,854.3076923076923,10468.153846153846,Cameroon,3133.3436,0.2726504977965686,3.3408892169227293,1.334918048271796,2,1.3,2,2
GWIS Weekly Burnt Areas,Cameroon,Q3,Africa,352.40384615384613,0.0,1587.4615384615386,Cameroon,3133.3436,0.0,0.5066350011730404,0.1124689440870277,2,1.3,2,1
GWIS Weekly Burnt Areas,Cameroon,Q4,Africa,100654.46769230769,41354.53846153846,169852.23076923078,Cameroon,3133.3436,13.198213710599266,54.20798113849715,32.12366102852802,4,3.3,4,3
GWIS Weekly Burnt Areas,Canada,Q1,America,3074.193076923077,132.07692307692307,9689.23076923077,Canada,19568.1277,0.0067495942944466305,0.49515369675509474,0.15710205514056805,2,1.3,1,2
GWIS Weekly Burnt Areas,Canada,Q2,America,110423.78846153847,5222.923076923077,602229.9230769231,Canada,19568.1277,0.26690969912890933,30.776062600865135,5.643043123718907,3,2.0,3,2
GWIS Weekly Burnt Areas,Canada,Q3,America,163529.45384615383,5204.461538461538,703040.5384615385,Canada,19568.1277,0.26596624972258015,35.927838842831065,8.356928999709758,4,2.8,4,1
GWIS Weekly Burnt Areas,Canada,Q4,America,25209.577692307692,5063.384615384615,51534.38461538462,Canada,19568.1277,0.25875672384254805,2.633587914258379,1.2882978933292473,2,1.7,2,2
GWIS Weekly Burnt Areas,Central African Republic,Q1,Africa,722025.5192307692,183652.38461538462,1226053.8461538462,Central African Republic,2817.98,65.1716423166185,435.08252228683176,256.22095232427813,5,4.3,5,3
GWIS Weekly Burnt Areas,Central African Republic,Q2,Africa,3212.730769230769,749.4615384615385,9561.846153846154,Central African Republic,2817.98,0.2659570112142522,3.3931561451274153,1.1400828853401264,2,1.5,2,2
GWIS Weekly Burnt Areas,Central African Republic,Q3,Africa,142.83307692307693,0.0,638.0,Central African Republic,2817.98,0.0,0.22640331017253493,0.050686334510208354,2,1.3,1,1
GWIS Weekly Burnt Areas,Central African Republic,Q4,Africa,538605.1407692308,171357.76923076922,875449.4615384615,Central African Republic,2817.98,60.808724416344056,310.66560498600467,191.1316406678652,5,4.2,5,3
GWIS Weekly Burnt Areas,Chad,Q1,Africa,137773.42153846152,34513.92307692308,224293.76923076922,Chad,230.5655,149.6924868504745,972.7984855963673,597.5456932561963,5,4.7,5,3
GWIS Weekly Burnt Areas,Chad,Q2,Africa,9973.890000000001,2281.6153846153848,23624.53846153846,Chad,230.5655,9.895736285851026,102.463458156309,43.25837993975682,4,3.7,4,3
GWIS Weekly Burnt Areas,Chad,Q3,Africa,1941.2684615384615,37.30769230769231,8789.0,Chad,230.5655,0.16180951750236836,38.11931967271774,8.419596433718235,4,3.0,4,1
GWIS Weekly Burnt Areas,Chad,Q4,Africa,261634.11538461538,51468.53846153846,431105.23076923075,Chad,230.5655,223.22740592820028,1869.773364918996,1134.7496281300341,5,4.7,5,3
GWIS Weekly Burnt Areas,Chile,Q1,America,20015.243846153844,2855.076923076923,114787.38461538461,Chile,2411.5564,1.183914638312802,47.598880380896176,8.299720398890047,4,2.8,4,2
GWIS Weekly Burnt Areas,Chile,Q2,America,7653.038461538462,1677.6153846153845,20945.923076923078,Chile,2411.5564,0.6956567072681297,8.685645119858311,3.1734851656542067,3,2.2,2,2
GWIS Weekly Burnt Areas,Chile,Q3,America,1320.1415384615384,90.53846153846153,3706.153846153846,Chile,2411.5564,0.03754358037757754,1.536830673399903,0.5474230411785262,2,1.8,2,1
GWIS Weekly Burnt Areas,Chile,Q4,America,3456.909230769231,321.0,11112.461538461539,Chile,2411.5564,0.13310905770232037,4.608004000429573,1.4334764182870576,3,2.0,2,2
GWIS Weekly Burnt Areas,China,Q1,Asia,84094.35923076923,11183.76923076923,285761.07692307694,China,8892.2976,1.2576917388335305,32.135797718137205,9.456988847378346,4,2.8,3,2
GWIS Weekly Burnt Areas,China,Q2,Asia,78641.21769230769,20654.384615384617,235228.6923076923,China,8892.2976,2.322727549670022,26.453083656094947,8.843745590825446,4,3.0,3,2
GWIS Weekly Burnt Areas,China,Q3,Asia,9428.530769230769,3662.769230769231,21285.0,China,8892.2976,0.41190358167603736,2.3936445851744774,1.0603031065031796,3,2.5,2,1
GWIS Weekly Burnt Areas,China,Q4,Asia,70259.6653846154,8693.76923076923,259687.38461538462,China,8892.2976,0.9776741199900046,29.203631760523244,7.9011824103385155,4,2.8,3,2
GWIS Weekly Burnt Areas,Colombia,Q1,America,129504.15384615384,20192.23076923077,356008.8461538461,Colombia,6652.8543,3.0351229500442796,53.512196434821384,19.465953710447838,4,3.0,4,2
GWIS Weekly Burnt Areas,Colombia,Q2,America,11044.615384615385,2301.923076923077,35219.07692307692,Colombia,6652.8543,0.3460053344206076,5.293829585757939,1.6601318601874966,2,1.5,2,2
GWIS Weekly Burnt Areas,Colombia,Q3,America,12175.44846153846,4166.923076923077,26900.923076923078,Colombia,6652.8543,0.6263361392001441,4.043516040464478,1.8301089896916067,3,2.2,2,1
GWIS Weekly Burnt Areas,Colombia,Q4,America,17820.934615384616,4204.538461538462,41177.692307692305,Colombia,6652.8543,0.6319901612062152,6.189477546155235,2.6786900496805734,3,2.0,3,2
GWIS Weekly Burnt Areas,Comoros,Q1,Africa,1.5384615384615385,0.0,18.46153846153846,Comoros,1.2105,0.0,15.251167667524545,1.270930638960379,2,3.2,3,1
GWIS Weekly Burnt Areas,Comoros,Q2,Africa,20.256153846153843,0.0,161.3846153846154,Comoros,1.2105,0.0,133.32062402694373,16.733708257871825,4,4.3,5,1
GWIS Weekly Burnt Areas,Comoros,Q3,Africa,157.56923076923078,0.0,875.9230769230769,Comoros,1.2105,0.0,723.6043592920917,130.16871604232202,5,5.0,5,1
GWIS Weekly Burnt Areas,Comoros,Q4,Africa,23.596923076923076,0.0,184.07692307692307,Comoros,1.2105,0.0,152.06685095160933,19.49353414037429,4,4.3,4,1
GWIS Weekly Burnt Areas,Costa Rica,Q1,America,5601.820769230769,550.9230769230769,14566.461538461539,Costa Rica,378.3538,1.45610557346874,38.49957774564849,14.805773773729163,4,3.5,4,2
GWIS Weekly Burnt Areas,Costa Rica,Q2,America,2389.0046153846156,258.3076923076923,6678.0,Costa Rica,378.3538,0.6827146768651255,17.65014650308785,6.314208065003221,3,2.7,3,2
GWIS Weekly Burnt Areas,Costa Rica,Q3,America,19.833846153846157,0.0,140.69230769230768,Costa Rica,378.3538,0.0,0.3718538248916958,0.052421427124152466,2,1.7,2,1
GWIS Weekly Burnt Areas,Costa Rica,Q4,America,148.58923076923077,0.0,526.3846153846154,Costa Rica,378.3538,0.0,1.3912497122656502,0.3927256202243265,2,2.2,2,1
GWIS Weekly Burnt Areas,Croatia,Q1,Europe,827.4430769230769,0.0,4760.615384615385,Croatia,197.1286,0.0,24.149795537610395,4.19747858465528,3,2.8,3,1
GWIS Weekly Burnt Areas,Croatia,Q2,Europe,211.80153846153846,0.0,1686.5384615384614,Croatia,197.1286,0.0,8.555523965261568,1.0744333316501942,2,2.0,2,1
GWIS Weekly Burnt Areas,Croatia,Q3,Europe,801.7376923076923,0.0,4917.7692307692305,Croatia,197.1286,0.0,24.947010381899076,4.067079522239251,3,3.2,3,1
GWIS Weekly Burnt Areas,Croatia,Q4,Europe,79.13538461538461,0.0,665.0,Croatia,197.1286,0.0,3.3734323685147665,0.40144040294196076,2,2.3,2,1
GWIS Weekly Burnt Areas,Cuba,Q1,America,21723.050000000003,3621.846153846154,63753.46153846154,Cuba,214.6204,16.875591294425664,297.0521979199626,101.2161472068825,5,4.3,5,3
GWIS Weekly Burnt Areas,Cuba,Q2,America,9782.186153846154,2150.4615384615386,29207.076923076922,Cuba,214.6204,10.019837529244837,136.0871423363153,45.57901370907032,5,3.8,5,3
GWIS Weekly Burnt Areas,Cuba,Q3,America,916.1138461538461,35.53846153846154,3015.923076923077,Cuba,214.6204,0.16558752820543407,14.052359779979337,4.26853107232046,3,3.0,3,1
GWIS Weekly Burnt Areas,Cuba,Q4,America,1825.283076923077,132.30769230769232,5099.923076923077,Cuba,214.6204,0.6164730487301875,23.76252712660622,8.504704477873851,4,3.0,3,2
